NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","561","3297","40","72","0.933444259567388","0.886255924170616","0.909238249594814"
"Fold","53","330","4","10","0.929824561403509","0.841269841269841","0.883333333333333"
"Fold","54","327","6","9","0.9","0.857142857142857","0.878048780487805"
"Fold","51","326","8","13","0.864406779661017","0.796875","0.829268292682927"
"Fold","50","323","11","13","0.819672131147541","0.793650793650794","0.806451612903226"
"Fold","54","326","8","9","0.870967741935484","0.857142857142857","0.864"
"Fold","44","329","4","19","0.916666666666667","0.698412698412698","0.792792792792793"
"Fold","48","330","3","15","0.941176470588235","0.761904761904762","0.842105263157895"
"Fold","52","324","10","11","0.838709677419355","0.825396825396825","0.832"
"Fold","52","332","2","12","0.962962962962963","0.8125","0.88135593220339"
"Fold","57","329","5","7","0.919354838709677","0.890625","0.904761904761905"
"CV Avg","51.5","327.6","6.1","11.8","0.896374183049445","0.813492063492063","0.851411791232327"
"Test","218","2840","85","187","0.71947194719472","0.538271604938272","0.615819209039548"
