NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","162","971","12","26","0.931034482758621","0.861702127659574","0.895027624309392"
"Fold","15","95","3","4","0.833333333333333","0.789473684210526","0.810810810810811"
"Fold","13","95","4","6","0.764705882352941","0.684210526315789","0.722222222222222"
"Fold","16","96","2","3","0.888888888888889","0.842105263157895","0.864864864864865"
"Fold","16","96","2","2","0.888888888888889","0.888888888888889","0.888888888888889"
"Fold","16","98","0","2","1","0.888888888888889","0.941176470588235"
"Fold","12","99","0","7","1","0.631578947368421","0.774193548387097"
"Fold","15","96","3","4","0.833333333333333","0.789473684210526","0.810810810810811"
"Fold","13","94","4","6","0.764705882352941","0.684210526315789","0.722222222222222"
"Fold","13","95","3","6","0.8125","0.684210526315789","0.742857142857143"
"Fold","15","96","2","4","0.882352941176471","0.789473684210526","0.833333333333333"
"CV Avg","14.4","96","2.3","4.4","0.86687091503268","0.767251461988304","0.811138031498563"
"Test","230","2855","70","175","0.766666666666667","0.567901234567901","0.652482269503546"
