NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","415","2660","19","94","0.956221198156682","0.81532416502947","0.88016967126193"
"Fold","46","260","8","5","0.851851851851852","0.901960784313726","0.876190476190476"
"Fold","39","266","2","12","0.951219512195122","0.764705882352941","0.847826086956522"
"Fold","43","263","5","8","0.895833333333333","0.843137254901961","0.868686868686869"
"Fold","38","264","4","12","0.904761904761905","0.76","0.826086956521739"
"Fold","39","260","7","12","0.847826086956522","0.764705882352941","0.804123711340206"
"Fold","38","262","6","13","0.863636363636364","0.745098039215686","0.8"
"Fold","44","267","1","7","0.977777777777778","0.862745098039216","0.916666666666667"
"Fold","42","260","8","9","0.84","0.823529411764706","0.831683168316832"
"Fold","38","265","3","13","0.926829268292683","0.745098039215686","0.826086956521739"
"Fold","35","266","2","16","0.945945945945946","0.686274509803922","0.795454545454546"
"CV Avg","40.2","263.3","4.6","10.7","0.900568204475151","0.789725490196079","0.83928054366556"
"Test","231","2815","110","174","0.67741935483871","0.57037037037037","0.619302949061662"
