NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","201","1302","10","48","0.95260663507109","0.807228915662651","0.873913043478261"
"Fold","16","132","0","9","1","0.64","0.780487804878049"
"Fold","20","128","3","5","0.869565217391304","0.8","0.833333333333333"
"Fold","19","128","3","6","0.863636363636364","0.76","0.808510638297872"
"Fold","19","130","1","6","0.95","0.76","0.844444444444444"
"Fold","21","123","8","4","0.724137931034483","0.84","0.777777777777778"
"Fold","18","130","1","6","0.947368421052632","0.75","0.837209302325581"
"Fold","22","130","1","3","0.956521739130435","0.88","0.916666666666667"
"Fold","18","129","3","7","0.857142857142857","0.72","0.782608695652174"
"Fold","18","129","2","7","0.9","0.72","0.8"
"Fold","18","129","2","7","0.9","0.72","0.8"
"CV Avg","18.9","128.8","2.4","6","0.896837252938807","0.759","0.81810386633759"
"Test","191","2856","69","214","0.734615384615385","0.471604938271605","0.574436090225564"
