NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","77","543","4","28","0.950617283950617","0.733333333333333","0.827956989247312"
"Fold","6","54","0","4","1","0.6","0.75"
"Fold","8","55","0","2","1","0.8","0.888888888888889"
"Fold","10","51","4","0","0.714285714285714","1","0.833333333333333"
"Fold","6","49","5","5","0.545454545454545","0.545454545454545","0.545454545454545"
"Fold","6","54","0","5","1","0.545454545454545","0.705882352941176"
"Fold","7","53","2","4","0.777777777777778","0.636363636363636","0.7"
"Fold","7","55","0","3","1","0.7","0.823529411764706"
"Fold","5","50","5","6","0.5","0.454545454545455","0.476190476190476"
"Fold","8","52","3","3","0.727272727272727","0.727272727272727","0.727272727272727"
"Fold","7","54","1","3","0.875","0.7","0.777777777777778"
"CV Avg","7","52.7","2","3.5","0.813979076479076","0.670909090909091","0.722832951362363"
"Test","185","2771","154","220","0.545722713864307","0.45679012345679","0.497311827956989"
