NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","865","5025","63","109","0.932112068965517","0.888090349075975","0.909568874868559"
"Fold","82","496","12","15","0.872340425531915","0.845360824742268","0.858638743455497"
"Fold","81","502","7","17","0.920454545454545","0.826530612244898","0.870967741935484"
"Fold","82","500","9","15","0.901098901098901","0.845360824742268","0.872340425531915"
"Fold","75","498","11","22","0.872093023255814","0.77319587628866","0.819672131147541"
"Fold","80","502","7","18","0.919540229885057","0.816326530612245","0.864864864864865"
"Fold","82","497","12","16","0.872340425531915","0.836734693877551","0.854166666666667"
"Fold","81","500","8","17","0.910112359550562","0.826530612244898","0.866310160427807"
"Fold","80","500","9","17","0.898876404494382","0.824742268041237","0.860215053763441"
"Fold","84","498","11","13","0.884210526315789","0.865979381443299","0.875"
"Fold","82","499","10","15","0.891304347826087","0.845360824742268","0.867724867724868"
"CV Avg","80.9","499.2","9.6","16.5","0.894237118894497","0.830612244897959","0.860990065551808"
"Test","247","2802","123","158","0.667567567567568","0.609876543209876","0.63741935483871"
