NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","167","1086","6","41","0.965317919075145","0.802884615384615","0.876640419947507"
"Fold","19","107","2","2","0.904761904761905","0.904761904761905","0.904761904761905"
"Fold","17","104","5","4","0.772727272727273","0.80952380952381","0.790697674418605"
"Fold","16","107","2","5","0.888888888888889","0.761904761904762","0.82051282051282"
"Fold","14","106","3","7","0.823529411764706","0.666666666666667","0.736842105263158"
"Fold","16","105","4","4","0.8","0.8","0.8"
"Fold","16","107","2","4","0.888888888888889","0.8","0.842105263157895"
"Fold","15","109","1","6","0.9375","0.714285714285714","0.810810810810811"
"Fold","17","110","0","4","1","0.80952380952381","0.894736842105263"
"Fold","16","109","0","5","1","0.761904761904762","0.864864864864865"
"Fold","15","108","1","6","0.9375","0.714285714285714","0.810810810810811"
"CV Avg","16.1","107.2","2","4.7","0.895379636703166","0.774285714285714","0.827614309670613"
"Test","242","2823","102","163","0.703488372093023","0.597530864197531","0.646194926568758"
