NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","649","3956","39","111","0.943313953488372","0.853947368421053","0.896408839779006"
"Fold","55","394","6","21","0.901639344262295","0.723684210526316","0.802919708029197"
"Fold","66","394","5","10","0.929577464788732","0.868421052631579","0.897959183673469"
"Fold","56","388","11","20","0.835820895522388","0.736842105263158","0.783216783216783"
"Fold","57","394","5","19","0.919354838709677","0.75","0.826086956521739"
"Fold","66","390","10","10","0.868421052631579","0.868421052631579","0.868421052631579"
"Fold","63","393","7","13","0.9","0.828947368421053","0.863013698630137"
"Fold","64","389","10","12","0.864864864864865","0.842105263157895","0.853333333333333"
"Fold","65","389","11","11","0.855263157894737","0.855263157894737","0.855263157894737"
"Fold","60","387","12","16","0.833333333333333","0.789473684210526","0.810810810810811"
"Fold","55","396","4","21","0.932203389830508","0.723684210526316","0.814814814814815"
"CV Avg","60.7","391.4","8.1","15.3","0.884047834183811","0.798684210526316","0.83758394995566"
"Test","213","2843","82","192","0.722033898305085","0.525925925925926","0.608571428571429"
