NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","904","5174","79","102","0.919633774160732","0.898608349900596","0.908999497234791"
"Fold","89","517","8","12","0.917525773195876","0.881188118811881","0.898989898989899"
"Fold","82","521","5","18","0.942528735632184","0.82","0.877005347593583"
"Fold","83","515","10","17","0.89247311827957","0.83","0.860103626943005"
"Fold","82","518","7","19","0.921348314606742","0.811881188118812","0.863157894736842"
"Fold","79","510","16","21","0.831578947368421","0.79","0.81025641025641"
"Fold","87","516","10","14","0.896907216494845","0.861386138613861","0.878787878787879"
"Fold","88","518","7","13","0.926315789473684","0.871287128712871","0.897959183673469"
"Fold","79","514","11","22","0.877777777777778","0.782178217821782","0.827225130890052"
"Fold","82","517","8","19","0.911111111111111","0.811881188118812","0.858638743455497"
"Fold","80","517","8","20","0.909090909090909","0.8","0.851063829787234"
"CV Avg","83.1","516.3","9","17.5","0.902665769303112","0.825980198019802","0.862318794511387"
"Test","251","2840","85","154","0.74702380952381","0.619753086419753","0.677462887989204"
