NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","311","1942","25","65","0.925595238095238","0.827127659574468","0.873595505617978"
"Fold","28","194","2","9","0.933333333333333","0.756756756756757","0.835820895522388"
"Fold","33","195","2","4","0.942857142857143","0.891891891891892","0.916666666666667"
"Fold","30","190","7","8","0.810810810810811","0.789473684210526","0.8"
"Fold","29","195","2","8","0.935483870967742","0.783783783783784","0.852941176470588"
"Fold","28","194","3","10","0.903225806451613","0.736842105263158","0.811594202898551"
"Fold","26","192","5","11","0.838709677419355","0.702702702702703","0.764705882352941"
"Fold","30","191","6","8","0.833333333333333","0.789473684210526","0.810810810810811"
"Fold","31","190","6","7","0.837837837837838","0.815789473684211","0.826666666666667"
"Fold","30","196","1","8","0.967741935483871","0.789473684210526","0.869565217391304"
"Fold","32","191","5","6","0.864864864864865","0.842105263157895","0.853333333333333"
"CV Avg","29.7","192.8","3.9","7.9","0.88681986133599","0.789829302987198","0.834210485211325"
"Test","200","2840","85","205","0.701754385964912","0.493827160493827","0.579710144927536"
