NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","238","1461","15","42","0.940711462450593","0.85","0.893058161350844"
"Fold","21","144","4","7","0.84","0.75","0.792452830188679"
"Fold","25","146","1","3","0.961538461538462","0.892857142857143","0.925925925925926"
"Fold","20","145","2","8","0.909090909090909","0.714285714285714","0.8"
"Fold","21","145","3","7","0.875","0.75","0.807692307692308"
"Fold","21","144","4","7","0.84","0.75","0.792452830188679"
"Fold","18","145","3","10","0.857142857142857","0.642857142857143","0.73469387755102"
"Fold","23","142","5","5","0.821428571428571","0.821428571428571","0.821428571428571"
"Fold","20","144","4","8","0.833333333333333","0.714285714285714","0.769230769230769"
"Fold","21","146","1","7","0.954545454545455","0.75","0.84"
"Fold","22","145","3","6","0.88","0.785714285714286","0.830188679245283"
"CV Avg","21.2","144.6","3","6.8","0.877207958707959","0.757142857142857","0.811406579145123"
"Test","203","2782","143","202","0.586705202312139","0.501234567901235","0.540612516644474"
