NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","343","2057","19","54","0.947513812154696","0.863979848866499","0.903820816864295"
"Fold","32","204","3","8","0.914285714285714","0.8","0.853333333333333"
"Fold","31","204","3","9","0.911764705882353","0.775","0.837837837837838"
"Fold","27","204","4","13","0.870967741935484","0.675","0.76056338028169"
"Fold","29","204","4","11","0.878787878787879","0.725","0.794520547945205"
"Fold","33","204","4","6","0.891891891891892","0.846153846153846","0.868421052631579"
"Fold","30","206","1","9","0.967741935483871","0.769230769230769","0.857142857142857"
"Fold","35","205","3","5","0.921052631578947","0.875","0.897435897435897"
"Fold","24","207","1","15","0.96","0.615384615384615","0.75"
"Fold","34","204","4","6","0.894736842105263","0.85","0.871794871794872"
"Fold","29","203","4","11","0.878787878787879","0.725","0.794520547945205"
"CV Avg","30.4","204.5","3.1","9.3","0.909001722073928","0.765576923076923","0.828557032634848"
"Test","219","2841","84","186","0.722772277227723","0.540740740740741","0.61864406779661"
