NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","825","4964","69","138","0.922818791946309","0.856697819314642","0.888529886914378"
"Fold","85","490","13","12","0.86734693877551","0.876288659793814","0.871794871794872"
"Fold","84","495","8","12","0.91304347826087","0.875","0.893617021276596"
"Fold","82","491","12","14","0.872340425531915","0.854166666666667","0.863157894736842"
"Fold","79","491","13","17","0.858695652173913","0.822916666666667","0.840425531914894"
"Fold","78","493","11","18","0.876404494382023","0.8125","0.843243243243243"
"Fold","71","497","6","25","0.922077922077922","0.739583333333333","0.820809248554913"
"Fold","81","502","2","16","0.975903614457831","0.835051546391753","0.9"
"Fold","86","492","11","10","0.88659793814433","0.895833333333333","0.89119170984456"
"Fold","72","490","13","24","0.847058823529412","0.75","0.795580110497237"
"Fold","78","494","9","19","0.896551724137931","0.804123711340206","0.847826086956522"
"CV Avg","79.6","493.5","9.8","16.7","0.891602101147166","0.826546391752577","0.856764571881968"
"Test","257","2829","96","148","0.728045325779037","0.634567901234568","0.678100263852243"
