NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","499","3088","29","92","0.945075757575758","0.844331641285956","0.891867739052726"
"Fold","51","304","7","8","0.879310344827586","0.864406779661017","0.871794871794872"
"Fold","47","309","2","12","0.959183673469388","0.796610169491525","0.87037037037037"
"Fold","46","306","6","13","0.884615384615385","0.779661016949153","0.828828828828829"
"Fold","50","306","6","9","0.892857142857143","0.847457627118644","0.869565217391304"
"Fold","49","309","3","11","0.942307692307692","0.816666666666667","0.875"
"Fold","44","309","3","15","0.936170212765957","0.745762711864407","0.830188679245283"
"Fold","47","307","5","12","0.903846153846154","0.796610169491525","0.846846846846847"
"Fold","49","307","4","10","0.924528301886792","0.830508474576271","0.875"
"Fold","48","307","5","11","0.905660377358491","0.813559322033898","0.857142857142857"
"Fold","49","305","7","10","0.875","0.830508474576271","0.852173913043478"
"CV Avg","48","306.9","4.8","11.1","0.910347928393459","0.812175141242938","0.857691158466384"
"Test","255","2853","72","150","0.779816513761468","0.62962962962963","0.69672131147541"
