NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","587","3468","34","79","0.94524959742351","0.881381381381381","0.912198912198912"
"Fold","56","347","3","11","0.949152542372881","0.835820895522388","0.888888888888889"
"Fold","59","342","8","8","0.880597014925373","0.880597014925373","0.880597014925373"
"Fold","51","342","8","15","0.864406779661017","0.772727272727273","0.816"
"Fold","49","347","3","18","0.942307692307692","0.73134328358209","0.823529411764706"
"Fold","50","347","3","17","0.943396226415094","0.746268656716418","0.833333333333333"
"Fold","56","340","10","10","0.848484848484849","0.848484848484849","0.848484848484849"
"Fold","51","345","6","15","0.894736842105263","0.772727272727273","0.829268292682927"
"Fold","59","340","10","8","0.855072463768116","0.880597014925373","0.86764705882353"
"Fold","53","347","4","13","0.929824561403509","0.803030303030303","0.861788617886179"
"Fold","54","346","4","13","0.931034482758621","0.805970149253731","0.864"
"CV Avg","53.8","344.3","5.9","12.8","0.903901345420241","0.807756671189507","0.851353746678979"
"Test","220","2852","73","185","0.750853242320819","0.54320987654321","0.630372492836676"
