NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","522","3202","25","90","0.954296160877514","0.852941176470588","0.900776531492666"
"Fold","46","316","7","15","0.867924528301887","0.754098360655738","0.807017543859649"
"Fold","52","317","6","9","0.896551724137931","0.852459016393443","0.873949579831933"
"Fold","51","316","7","10","0.879310344827586","0.836065573770492","0.857142857142857"
"Fold","54","315","8","8","0.870967741935484","0.870967741935484","0.870967741935484"
"Fold","49","317","5","12","0.907407407407407","0.80327868852459","0.852173913043478"
"Fold","54","312","11","8","0.830769230769231","0.870967741935484","0.850393700787402"
"Fold","43","318","5","18","0.895833333333333","0.704918032786885","0.788990825688073"
"Fold","46","319","3","15","0.938775510204082","0.754098360655738","0.836363636363636"
"Fold","45","316","6","16","0.882352941176471","0.737704918032787","0.803571428571428"
"Fold","49","317","6","12","0.890909090909091","0.80327868852459","0.844827586206896"
"CV Avg","48.9","316.3","6.4","12.3","0.88608018530025","0.798783712321523","0.838539881343084"
"Test","235","2850","75","170","0.758064516129032","0.580246913580247","0.657342657342657"
