NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","701","4121","39","91","0.947297297297297","0.88510101010101","0.915143603133159"
"Fold","64","405","11","15","0.853333333333333","0.810126582278481","0.831168831168831"
"Fold","60","414","2","19","0.967741935483871","0.759493670886076","0.851063829787234"
"Fold","69","404","12","10","0.851851851851852","0.873417721518987","0.8625"
"Fold","62","408","8","17","0.885714285714286","0.784810126582278","0.832214765100671"
"Fold","66","408","8","13","0.891891891891892","0.835443037974684","0.862745098039216"
"Fold","62","404","12","17","0.837837837837838","0.784810126582278","0.810457516339869"
"Fold","58","413","3","21","0.950819672131147","0.734177215189873","0.828571428571429"
"Fold","60","411","5","19","0.923076923076923","0.759493670886076","0.833333333333333"
"Fold","70","409","7","10","0.909090909090909","0.875","0.89171974522293"
"Fold","69","406","10","11","0.873417721518987","0.8625","0.867924528301887"
"CV Avg","64","408.2","7.8","15.2","0.894477636193104","0.807927215189873","0.84716990758654"
"Test","238","2854","71","167","0.770226537216828","0.587654320987654","0.666666666666667"
