NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","412","2547","22","77","0.949308755760369","0.842535787321063","0.892741061755146"
"Fold","42","254","3","7","0.933333333333333","0.857142857142857","0.893617021276596"
"Fold","39","253","4","10","0.906976744186046","0.795918367346939","0.847826086956522"
"Fold","43","248","8","6","0.843137254901961","0.877551020408163","0.86"
"Fold","43","252","5","6","0.895833333333333","0.877551020408163","0.88659793814433"
"Fold","35","255","2","14","0.945945945945946","0.714285714285714","0.813953488372093"
"Fold","34","250","7","15","0.829268292682927","0.693877551020408","0.755555555555556"
"Fold","41","252","5","8","0.891304347826087","0.836734693877551","0.863157894736842"
"Fold","37","248","9","11","0.804347826086957","0.770833333333333","0.787234042553192"
"Fold","32","253","4","17","0.888888888888889","0.653061224489796","0.752941176470588"
"Fold","38","254","3","11","0.926829268292683","0.775510204081633","0.844444444444445"
"CV Avg","38.4","251.9","5","10.5","0.886586523547816","0.785246598639456","0.830532764851016"
"Test","210","2856","69","195","0.752688172043011","0.518518518518518","0.614035087719298"
