NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","229","1512","18","61","0.927125506072874","0.789655172413793","0.852886405959032"
"Fold","26","151","2","3","0.928571428571429","0.896551724137931","0.912280701754386"
"Fold","25","150","3","4","0.892857142857143","0.862068965517241","0.87719298245614"
"Fold","22","151","2","7","0.916666666666667","0.758620689655172","0.830188679245283"
"Fold","24","152","1","5","0.96","0.827586206896552","0.888888888888889"
"Fold","23","152","1","6","0.958333333333333","0.793103448275862","0.867924528301887"
"Fold","20","147","6","9","0.769230769230769","0.689655172413793","0.727272727272727"
"Fold","20","150","3","9","0.869565217391304","0.689655172413793","0.769230769230769"
"Fold","23","149","4","6","0.851851851851852","0.793103448275862","0.821428571428572"
"Fold","18","149","4","11","0.818181818181818","0.620689655172414","0.705882352941177"
"Fold","21","151","2","8","0.91304347826087","0.724137931034483","0.807692307692308"
"CV Avg","22.2","150.2","2.8","6.8","0.887830170634519","0.76551724137931","0.820798250921214"
"Test","213","2867","58","192","0.785977859778598","0.525925925925926","0.630177514792899"
