NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","126","761","5","21","0.961832061068702","0.857142857142857","0.906474820143885"
"Fold","10","75","1","5","0.909090909090909","0.666666666666667","0.769230769230769"
"Fold","11","76","1","4","0.916666666666667","0.733333333333333","0.814814814814815"
"Fold","13","75","2","1","0.866666666666667","0.928571428571429","0.896551724137931"
"Fold","9","76","1","6","0.9","0.6","0.72"
"Fold","10","75","2","5","0.833333333333333","0.666666666666667","0.740740740740741"
"Fold","13","75","2","2","0.866666666666667","0.866666666666667","0.866666666666667"
"Fold","13","73","4","2","0.764705882352941","0.866666666666667","0.8125"
"Fold","8","76","0","7","1","0.533333333333333","0.695652173913044"
"Fold","12","74","2","2","0.857142857142857","0.857142857142857","0.857142857142857"
"Fold","11","73","3","3","0.785714285714286","0.785714285714286","0.785714285714286"
"CV Avg","11","74.8","1.8","3.7","0.869998726763433","0.750476190476191","0.795901403236111"
"Test","232","2769","156","173","0.597938144329897","0.57283950617284","0.585119798234552"
