NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","208","1357","10","52","0.954128440366973","0.8","0.870292887029289"
"Fold","20","136","0","6","1","0.769230769230769","0.869565217391304"
"Fold","19","133","3","7","0.863636363636364","0.730769230769231","0.791666666666667"
"Fold","19","137","0","7","1","0.730769230769231","0.844444444444444"
"Fold","22","132","4","4","0.846153846153846","0.846153846153846","0.846153846153846"
"Fold","23","136","1","3","0.958333333333333","0.884615384615385","0.92"
"Fold","16","137","0","10","1","0.615384615384615","0.761904761904762"
"Fold","19","137","0","7","1","0.730769230769231","0.844444444444444"
"Fold","19","134","3","7","0.863636363636364","0.730769230769231","0.791666666666667"
"Fold","19","137","0","7","1","0.730769230769231","0.844444444444444"
"Fold","17","137","0","9","1","0.653846153846154","0.790697674418605"
"CV Avg","19.3","135.6","1.1","6.7","0.953175990675991","0.742307692307692","0.830498816653518"
"Test","173","2859","66","232","0.723849372384937","0.42716049382716","0.537267080745342"
