NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","304","1897","15","61","0.952978056426332","0.832876712328767","0.888888888888889"
"Fold","29","187","4","7","0.878787878787879","0.805555555555556","0.840579710144928"
"Fold","30","185","6","7","0.833333333333333","0.810810810810811","0.821917808219178"
"Fold","25","188","4","12","0.862068965517241","0.675675675675676","0.757575757575758"
"Fold","27","187","4","9","0.870967741935484","0.75","0.805970149253731"
"Fold","25","191","1","12","0.961538461538462","0.675675675675676","0.793650793650794"
"Fold","28","190","1","8","0.96551724137931","0.777777777777778","0.861538461538461"
"Fold","28","189","2","9","0.933333333333333","0.756756756756757","0.835820895522388"
"Fold","30","186","5","7","0.857142857142857","0.810810810810811","0.833333333333333"
"Fold","27","187","4","9","0.870967741935484","0.75","0.805970149253731"
"Fold","27","186","5","9","0.84375","0.75","0.794117647058823"
"CV Avg","27.6","187.6","3.6","8.9","0.887740755490338","0.756306306306306","0.815047470555113"
"Test","186","2853","72","219","0.720930232558139","0.459259259259259","0.561085972850679"
