NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","442","2762","26","88","0.944444444444444","0.833962264150943","0.885771543086172"
"Fold","38","273","6","15","0.863636363636364","0.716981132075472","0.783505154639175"
"Fold","42","277","2","11","0.954545454545455","0.792452830188679","0.865979381443299"
"Fold","43","277","2","10","0.955555555555556","0.811320754716981","0.877551020408163"
"Fold","45","271","7","8","0.865384615384615","0.849056603773585","0.857142857142857"
"Fold","41","271","7","12","0.854166666666667","0.773584905660377","0.811881188118812"
"Fold","49","275","4","4","0.924528301886792","0.924528301886792","0.924528301886792"
"Fold","43","275","4","10","0.914893617021277","0.811320754716981","0.86"
"Fold","43","274","5","10","0.895833333333333","0.811320754716981","0.851485148514851"
"Fold","37","277","2","16","0.948717948717949","0.69811320754717","0.804347826086957"
"Fold","44","273","6","9","0.88","0.830188679245283","0.854368932038835"
"CV Avg","42.5","274.3","4.5","10.5","0.905726185674801","0.80188679245283","0.849078981027974"
"Test","241","2831","94","164","0.719402985074627","0.595061728395062","0.651351351351351"
