NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","338","2107","24","70","0.933701657458563","0.82843137254902","0.877922077922078"
"Fold","35","212","2","5","0.945945945945946","0.875","0.909090909090909"
"Fold","32","209","4","8","0.888888888888889","0.8","0.842105263157895"
"Fold","33","209","4","8","0.891891891891892","0.804878048780488","0.846153846153846"
"Fold","34","209","4","7","0.894736842105263","0.829268292682927","0.860759493670886"
"Fold","32","212","1","9","0.96969696969697","0.780487804878049","0.864864864864865"
"Fold","32","212","1","9","0.96969696969697","0.780487804878049","0.864864864864865"
"Fold","30","210","3","11","0.909090909090909","0.731707317073171","0.810810810810811"
"Fold","34","209","4","7","0.894736842105263","0.829268292682927","0.860759493670886"
"Fold","32","212","1","9","0.96969696969697","0.780487804878049","0.864864864864865"
"Fold","33","206","7","8","0.825","0.804878048780488","0.814814814814815"
"CV Avg","32.7","210","3.1","8.1","0.915938222911907","0.801646341463415","0.853908922596464"
"Test","230","2835","90","175","0.71875","0.567901234567901","0.63448275862069"
