NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","888","5070","73","97","0.924037460978148","0.901522842639594","0.912641315519013"
"Fold","79","505","9","19","0.897727272727273","0.806122448979592","0.849462365591398"
"Fold","81","506","9","17","0.9","0.826530612244898","0.861702127659574"
"Fold","86","501","13","13","0.868686868686869","0.868686868686869","0.868686868686869"
"Fold","85","504","10","13","0.894736842105263","0.86734693877551","0.880829015544041"
"Fold","84","508","6","14","0.933333333333333","0.857142857142857","0.893617021276596"
"Fold","79","503","11","20","0.877777777777778","0.797979797979798","0.835978835978836"
"Fold","79","505","9","20","0.897727272727273","0.797979797979798","0.844919786096257"
"Fold","82","508","7","17","0.921348314606742","0.828282828282828","0.872340425531915"
"Fold","79","504","10","20","0.887640449438202","0.797979797979798","0.840425531914894"
"Fold","82","501","14","16","0.854166666666667","0.836734693877551","0.845360824742268"
"CV Avg","81.6","504.5","9.8","16.9","0.89331447980694","0.82847866419295","0.859332280302265"
"Test","237","2812","113","168","0.677142857142857","0.585185185185185","0.627814569536424"
