NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","645","3790","41","84","0.940233236151603","0.88477366255144","0.911660777385159"
"Fold","61","371","12","12","0.835616438356164","0.835616438356164","0.835616438356164"
"Fold","57","374","9","16","0.863636363636364","0.780821917808219","0.820143884892086"
"Fold","58","376","7","15","0.892307692307692","0.794520547945205","0.840579710144927"
"Fold","62","379","4","11","0.939393939393939","0.849315068493151","0.892086330935252"
"Fold","62","377","6","11","0.911764705882353","0.849315068493151","0.879432624113475"
"Fold","58","378","5","15","0.920634920634921","0.794520547945205","0.852941176470588"
"Fold","61","380","3","12","0.953125","0.835616438356164","0.89051094890511"
"Fold","55","373","10","18","0.846153846153846","0.753424657534247","0.797101449275362"
"Fold","56","377","6","16","0.903225806451613","0.777777777777778","0.835820895522388"
"Fold","58","377","7","15","0.892307692307692","0.794520547945205","0.840579710144927"
"CV Avg","58.8","376.2","6.9","14.1","0.895816640512458","0.806544901065449","0.848481316876028"
"Test","231","2809","116","174","0.665706051873199","0.57037037037037","0.61436170212766"
