NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","0","55","0","10","0","0","0"
"Fold","1","6","0","0","1","1","1"
"Fold","0","6","0","1","0","0","0"
"Fold","0","6","0","1","0","0","0"
"Fold","0","5","0","1","0","0","0"
"Fold","0","6","0","1","0","0","0"
"Fold","0","3","2","1","0","0","0"
"Fold","0","5","0","1","0","0","0"
"Fold","0","3","2","1","0","0","0"
"Fold","0","5","0","1","0","0","0"
"Fold","0","6","0","1","0","0","0"
"CV Avg","0.1","5.1","0.4","0.9","0.1","0.1","0.1"
"Test","0","2925","0","405","0","0","0"
