NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","385","2438","21","84","0.948275862068966","0.82089552238806","0.88"
"Fold","37","232","14","10","0.725490196078431","0.787234042553192","0.755102040816326"
"Fold","38","241","5","8","0.883720930232558","0.826086956521739","0.853932584269663"
"Fold","38","238","8","9","0.826086956521739","0.808510638297872","0.817204301075269"
"Fold","32","243","3","15","0.914285714285714","0.680851063829787","0.780487804878049"
"Fold","39","244","2","8","0.951219512195122","0.829787234042553","0.886363636363636"
"Fold","40","240","6","7","0.869565217391304","0.851063829787234","0.860215053763441"
"Fold","40","243","3","7","0.930232558139535","0.851063829787234","0.888888888888889"
"Fold","39","243","3","8","0.928571428571429","0.829787234042553","0.876404494382023"
"Fold","36","244","2","11","0.947368421052632","0.765957446808511","0.847058823529412"
"Fold","33","242","3","14","0.916666666666667","0.702127659574468","0.795180722891566"
"CV Avg","37.2","241","4.9","9.7","0.889320760113513","0.793246993524514","0.836083835085827"
"Test","213","2877","48","192","0.816091954022989","0.525925925925926","0.63963963963964"
