NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","165","1029","8","33","0.953757225433526","0.833333333333333","0.889487870619946"
"Fold","11","102","2","9","0.846153846153846","0.55","0.666666666666667"
"Fold","16","101","3","4","0.842105263157895","0.8","0.82051282051282"
"Fold","14","100","3","5","0.823529411764706","0.736842105263158","0.777777777777778"
"Fold","14","100","4","6","0.777777777777778","0.7","0.736842105263158"
"Fold","17","100","4","3","0.80952380952381","0.85","0.829268292682927"
"Fold","17","103","1","3","0.944444444444444","0.85","0.894736842105263"
"Fold","18","101","2","2","0.9","0.9","0.9"
"Fold","14","100","4","5","0.777777777777778","0.736842105263158","0.756756756756757"
"Fold","13","103","0","7","1","0.65","0.787878787878788"
"Fold","12","103","1","8","0.923076923076923","0.6","0.727272727272727"
"CV Avg","14.6","101.3","2.4","5.2","0.864438925367718","0.737368421052632","0.789771277691689"
"Test","142","2867","58","263","0.71","0.350617283950617","0.469421487603306"
