NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","660","3840","46","79","0.934844192634561","0.893098782138024","0.913494809688581"
"Fold","59","374","14","15","0.808219178082192","0.797297297297297","0.802721088435374"
"Fold","56","385","3","18","0.949152542372881","0.756756756756757","0.842105263157895"
"Fold","59","381","7","15","0.893939393939394","0.797297297297297","0.842857142857143"
"Fold","61","382","7","13","0.897058823529412","0.824324324324324","0.859154929577465"
"Fold","62","381","8","12","0.885714285714286","0.837837837837838","0.861111111111111"
"Fold","61","382","7","13","0.897058823529412","0.824324324324324","0.859154929577465"
"Fold","56","381","8","18","0.875","0.756756756756757","0.811594202898551"
"Fold","59","382","6","15","0.907692307692308","0.797297297297297","0.848920863309353"
"Fold","62","387","2","11","0.96875","0.849315068493151","0.905109489051095"
"Fold","61","383","6","13","0.91044776119403","0.824324324324324","0.865248226950355"
"CV Avg","59.6","381.8","6.8","14.3","0.899303311605392","0.806553128470937","0.849797724692581"
"Test","226","2868","57","179","0.798586572438163","0.558024691358025","0.656976744186047"
