NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","267","1847","11","87","0.960431654676259","0.754237288135593","0.844936708860759"
"Fold","27","179","7","8","0.794117647058823","0.771428571428571","0.782608695652174"
"Fold","22","182","3","14","0.88","0.611111111111111","0.721311475409836"
"Fold","29","181","5","6","0.852941176470588","0.828571428571429","0.840579710144928"
"Fold","26","183","3","9","0.896551724137931","0.742857142857143","0.8125"
"Fold","28","184","2","8","0.933333333333333","0.777777777777778","0.848484848484849"
"Fold","27","184","2","8","0.931034482758621","0.771428571428571","0.84375"
"Fold","24","185","1","11","0.96","0.685714285714286","0.8"
"Fold","28","185","0","8","1","0.777777777777778","0.875"
"Fold","29","182","4","6","0.878787878787879","0.828571428571429","0.852941176470588"
"Fold","29","182","4","7","0.878787878787879","0.805555555555556","0.840579710144928"
"CV Avg","26.9","182.7","3.1","8.5","0.900555412133505","0.760079365079365","0.82177556163073"
"Test","210","2835","90","195","0.7","0.518518518518518","0.595744680851064"
