NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","789","4660","47","110","0.94377990430622","0.877641824249166","0.909510086455331"
"Fold","73","465","6","17","0.924050632911392","0.811111111111111","0.863905325443787"
"Fold","78","460","11","12","0.876404494382023","0.866666666666667","0.871508379888268"
"Fold","72","458","12","18","0.857142857142857","0.8","0.827586206896552"
"Fold","74","464","6","16","0.925","0.822222222222222","0.870588235294118"
"Fold","77","461","10","13","0.885057471264368","0.855555555555556","0.870056497175141"
"Fold","74","459","12","16","0.86046511627907","0.822222222222222","0.840909090909091"
"Fold","70","464","7","19","0.909090909090909","0.786516853932584","0.843373493975904"
"Fold","76","463","8","14","0.904761904761905","0.844444444444444","0.873563218390805"
"Fold","72","465","5","18","0.935064935064935","0.8","0.862275449101796"
"Fold","75","464","7","15","0.914634146341463","0.833333333333333","0.872093023255814"
"CV Avg","74.1","462.3","8.4","15.8","0.899167246723892","0.824207240948814","0.859585892033128"
"Test","237","2852","73","168","0.764516129032258","0.585185185185185","0.662937062937063"
