NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","390","2493","21","89","0.948905109489051","0.81419624217119","0.876404494382023"
"Fold","38","245","6","10","0.863636363636364","0.791666666666667","0.826086956521739"
"Fold","36","246","5","12","0.878048780487805","0.75","0.808988764044944"
"Fold","37","248","3","11","0.925","0.770833333333333","0.840909090909091"
"Fold","38","249","3","10","0.926829268292683","0.791666666666667","0.853932584269663"
"Fold","36","249","3","12","0.923076923076923","0.75","0.827586206896552"
"Fold","43","247","4","5","0.914893617021277","0.895833333333333","0.905263157894737"
"Fold","38","247","5","9","0.883720930232558","0.808510638297872","0.844444444444444"
"Fold","34","250","1","14","0.971428571428571","0.708333333333333","0.819277108433735"
"Fold","36","245","6","12","0.857142857142857","0.75","0.8"
"Fold","37","248","4","11","0.902439024390244","0.770833333333333","0.831460674157303"
"CV Avg","37.3","247.4","4","10.6","0.904621633570928","0.778767730496454","0.835794898757221"
"Test","247","2816","109","158","0.693820224719101","0.609876543209876","0.649145860709592"
