NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","756","4441","47","101","0.941469489414695","0.882147024504084","0.910843373493976"
"Fold","74","436","12","11","0.86046511627907","0.870588235294118","0.865497076023392"
"Fold","72","439","10","14","0.878048780487805","0.837209302325581","0.857142857142857"
"Fold","76","431","18","10","0.808510638297872","0.883720930232558","0.844444444444444"
"Fold","64","437","12","21","0.842105263157895","0.752941176470588","0.795031055900621"
"Fold","65","444","5","21","0.928571428571429","0.755813953488372","0.833333333333333"
"Fold","71","441","8","15","0.89873417721519","0.825581395348837","0.860606060606061"
"Fold","74","441","8","12","0.902439024390244","0.86046511627907","0.880952380952381"
"Fold","73","443","6","13","0.924050632911392","0.848837209302326","0.884848484848485"
"Fold","69","439","10","17","0.873417721518987","0.802325581395349","0.836363636363636"
"Fold","61","442","6","24","0.91044776119403","0.717647058823529","0.802631578947368"
"CV Avg","69.9","439.3","9.5","15.8","0.882679054402391","0.815512995896033","0.846085090856258"
"Test","213","2857","68","192","0.758007117437722","0.525925925925926","0.620991253644315"
