NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","186","1139","8","33","0.958762886597938","0.849315068493151","0.900726392251816"
"Fold","16","109","6","6","0.727272727272727","0.727272727272727","0.727272727272727"
"Fold","20","112","3","2","0.869565217391304","0.909090909090909","0.888888888888889"
"Fold","18","115","0","4","1","0.818181818181818","0.9"
"Fold","19","108","7","3","0.730769230769231","0.863636363636364","0.791666666666667"
"Fold","18","114","1","4","0.947368421052632","0.818181818181818","0.878048780487805"
"Fold","17","113","1","5","0.944444444444444","0.772727272727273","0.85"
"Fold","17","112","2","5","0.894736842105263","0.772727272727273","0.829268292682927"
"Fold","15","114","1","6","0.9375","0.714285714285714","0.810810810810811"
"Fold","15","112","2","7","0.882352941176471","0.681818181818182","0.769230769230769"
"Fold","18","111","4","4","0.818181818181818","0.818181818181818","0.818181818181818"
"CV Avg","17.3","112","2.7","4.6","0.875219164239389","0.78961038961039","0.826336875422241"
"Test","223","2797","128","182","0.635327635327635","0.550617283950617","0.58994708994709"
