NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","742","4348","31","94","0.959896507115136","0.88755980861244","0.922311995027968"
"Fold","62","434","4","22","0.939393939393939","0.738095238095238","0.826666666666667"
"Fold","70","427","11","14","0.864197530864197","0.833333333333333","0.848484848484848"
"Fold","71","432","6","12","0.922077922077922","0.855421686746988","0.8875"
"Fold","65","429","9","19","0.878378378378378","0.773809523809524","0.822784810126582"
"Fold","63","430","8","20","0.887323943661972","0.759036144578313","0.818181818181818"
"Fold","66","429","9","18","0.88","0.785714285714286","0.830188679245283"
"Fold","72","431","7","12","0.911392405063291","0.857142857142857","0.883435582822086"
"Fold","67","425","13","17","0.8375","0.797619047619048","0.817073170731707"
"Fold","74","432","6","9","0.925","0.891566265060241","0.907975460122699"
"Fold","71","435","2","12","0.972602739726027","0.855421686746988","0.91025641025641"
"CV Avg","68.1","430.4","7.5","15.5","0.901786685916573","0.814716006884682","0.85525474466381"
"Test","229","2870","55","176","0.806338028169014","0.565432098765432","0.664731494920174"
