NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","721","4185","30","82","0.960053262316911","0.897882938978829","0.927927927927928"
"Fold","64","415","6","16","0.914285714285714","0.8","0.853333333333333"
"Fold","64","418","4","17","0.941176470588235","0.790123456790123","0.859060402684564"
"Fold","68","411","10","12","0.871794871794872","0.85","0.860759493670886"
"Fold","65","418","4","15","0.942028985507246","0.8125","0.87248322147651"
"Fold","71","413","9","10","0.8875","0.876543209876543","0.881987577639751"
"Fold","62","414","7","18","0.898550724637681","0.775","0.832214765100671"
"Fold","63","415","7","18","0.9","0.777777777777778","0.834437086092715"
"Fold","63","409","12","17","0.84","0.7875","0.812903225806452"
"Fold","66","410","11","14","0.857142857142857","0.825","0.840764331210191"
"Fold","62","415","7","18","0.898550724637681","0.775","0.832214765100671"
"CV Avg","64.8","413.8","7.7","15.5","0.895103034859429","0.806944444444444","0.848015820211574"
"Test","225","2846","79","180","0.740131578947368","0.555555555555556","0.634696755994358"
