NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","587","3514","43","90","0.931746031746032","0.867060561299852","0.898240244835501"
"Fold","55","353","3","12","0.948275862068966","0.82089552238806","0.88"
"Fold","59","344","12","9","0.830985915492958","0.867647058823529","0.848920863309353"
"Fold","57","352","4","11","0.934426229508197","0.838235294117647","0.883720930232558"
"Fold","53","348","8","15","0.868852459016393","0.779411764705882","0.821705426356589"
"Fold","54","353","2","14","0.964285714285714","0.794117647058823","0.870967741935484"
"Fold","50","351","5","17","0.909090909090909","0.746268656716418","0.819672131147541"
"Fold","62","343","12","6","0.837837837837838","0.911764705882353","0.873239436619718"
"Fold","51","351","4","17","0.927272727272727","0.75","0.829268292682927"
"Fold","57","351","5","11","0.919354838709677","0.838235294117647","0.876923076923077"
"Fold","52","351","5","15","0.912280701754386","0.776119402985075","0.838709677419355"
"CV Avg","55","349.7","6","12.7","0.905266319503776","0.812269534679543","0.85431275766266"
"Test","222","2860","65","183","0.773519163763066","0.548148148148148","0.641618497109827"
