NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","719","4233","37","95","0.951058201058201","0.883292383292383","0.915923566878981"
"Fold","67","419","8","15","0.893333333333333","0.817073170731707","0.853503184713376"
"Fold","67","417","10","14","0.87012987012987","0.827160493827161","0.848101265822785"
"Fold","66","423","4","15","0.942857142857143","0.814814814814815","0.874172185430464"
"Fold","70","417","10","11","0.875","0.864197530864197","0.869565217391304"
"Fold","66","420","7","15","0.904109589041096","0.814814814814815","0.857142857142857"
"Fold","67","418","9","15","0.881578947368421","0.817073170731707","0.848101265822785"
"Fold","69","418","9","13","0.884615384615385","0.841463414634146","0.8625"
"Fold","65","421","6","17","0.915492957746479","0.792682926829268","0.849673202614379"
"Fold","63","417","10","18","0.863013698630137","0.777777777777778","0.818181818181818"
"Fold","62","423","4","19","0.939393939393939","0.765432098765432","0.843537414965986"
"CV Avg","66.2","419.3","7.7","15.2","0.89695248631158","0.813249021379103","0.852447841208575"
"Test","220","2805","120","185","0.647058823529412","0.54320987654321","0.590604026845638"
