NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","899","5286","77","129","0.921106557377049","0.874513618677043","0.897205588822355"
"Fold","88","524","13","15","0.871287128712871","0.854368932038835","0.862745098039216"
"Fold","80","529","7","23","0.919540229885057","0.776699029126214","0.842105263157895"
"Fold","90","526","10","13","0.9","0.87378640776699","0.886699507389163"
"Fold","84","527","9","18","0.903225806451613","0.823529411764706","0.861538461538462"
"Fold","84","534","3","19","0.96551724137931","0.815533980582524","0.88421052631579"
"Fold","82","525","11","21","0.881720430107527","0.796116504854369","0.836734693877551"
"Fold","83","528","8","20","0.912087912087912","0.805825242718447","0.855670103092783"
"Fold","79","533","3","24","0.963414634146341","0.766990291262136","0.854054054054054"
"Fold","83","527","9","20","0.902173913043478","0.805825242718447","0.851282051282051"
"Fold","76","524","13","26","0.853932584269663","0.745098039215686","0.795811518324607"
"CV Avg","82.9","527.7","8.6","19.9","0.907289988008377","0.806377308204835","0.853085127707157"
"Test","226","2842","83","179","0.731391585760518","0.558024691358025","0.633053221288515"
