NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","826","4872","53","115","0.939704209328783","0.87778958554729","0.907692307692308"
"Fold","85","475","18","9","0.825242718446602","0.904255319148936","0.862944162436548"
"Fold","76","481","12","18","0.863636363636364","0.808510638297872","0.835164835164835"
"Fold","75","485","7","19","0.914634146341463","0.797872340425532","0.852272727272727"
"Fold","84","486","6","11","0.933333333333333","0.884210526315789","0.908108108108108"
"Fold","77","489","4","17","0.950617283950617","0.819148936170213","0.88"
"Fold","83","482","10","11","0.89247311827957","0.882978723404255","0.887700534759358"
"Fold","77","485","8","17","0.905882352941176","0.819148936170213","0.860335195530726"
"Fold","80","478","14","14","0.851063829787234","0.851063829787234","0.851063829787234"
"Fold","71","486","7","23","0.91025641025641","0.75531914893617","0.825581395348837"
"Fold","79","482","10","15","0.887640449438202","0.840425531914894","0.863387978142077"
"CV Avg","78.7","482.9","9.6","15.4","0.893478000641097","0.836293393057111","0.862655876655045"
"Test","236","2850","75","169","0.758842443729904","0.582716049382716","0.659217877094972"
