NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","354","2218","23","74","0.938992042440318","0.827102803738318","0.879503105590062"
"Fold","39","220","4","4","0.906976744186046","0.906976744186046","0.906976744186046"
"Fold","31","220","4","11","0.885714285714286","0.738095238095238","0.805194805194805"
"Fold","31","219","5","12","0.861111111111111","0.720930232558139","0.784810126582278"
"Fold","33","219","5","10","0.868421052631579","0.767441860465116","0.814814814814815"
"Fold","34","223","1","8","0.971428571428571","0.80952380952381","0.883116883116883"
"Fold","29","219","6","14","0.828571428571429","0.674418604651163","0.743589743589744"
"Fold","39","221","3","4","0.928571428571429","0.906976744186046","0.917647058823529"
"Fold","32","221","3","11","0.914285714285714","0.744186046511628","0.82051282051282"
"Fold","31","219","5","12","0.861111111111111","0.720930232558139","0.784810126582278"
"Fold","38","217","7","5","0.844444444444444","0.883720930232558","0.863636363636364"
"CV Avg","33.7","219.8","4.3","9.1","0.887063589205572","0.787320044296788","0.832510948703956"
"Test","243","2808","117","162","0.675","0.6","0.635294117647059"
