NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","596","3634","32","102","0.949044585987261","0.853868194842407","0.89894419306184"
"Fold","53","363","4","17","0.929824561403509","0.757142857142857","0.834645669291339"
"Fold","53","361","6","16","0.898305084745763","0.768115942028985","0.828125"
"Fold","57","360","7","13","0.890625","0.814285714285714","0.850746268656716"
"Fold","56","361","6","14","0.903225806451613","0.8","0.848484848484849"
"Fold","57","362","4","13","0.934426229508197","0.814285714285714","0.870229007633588"
"Fold","61","363","3","9","0.953125","0.871428571428571","0.91044776119403"
"Fold","53","361","5","17","0.913793103448276","0.757142857142857","0.828125"
"Fold","55","356","10","15","0.846153846153846","0.785714285714286","0.814814814814815"
"Fold","56","359","8","13","0.875","0.811594202898551","0.842105263157895"
"Fold","54","359","8","16","0.870967741935484","0.771428571428571","0.818181818181818"
"CV Avg","55.5","360.5","6.1","14.3","0.901544637364669","0.795113871635611","0.844590545141505"
"Test","250","2850","75","155","0.769230769230769","0.617283950617284","0.684931506849315"
