NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","868","5131","67","128","0.928342245989305","0.8714859437751","0.899016053858105"
"Fold","84","508","12","16","0.875","0.84","0.857142857142857"
"Fold","82","510","9","18","0.901098901098901","0.82","0.858638743455497"
"Fold","88","510","10","12","0.897959183673469","0.88","0.888888888888889"
"Fold","85","513","7","14","0.923913043478261","0.858585858585859","0.890052356020942"
"Fold","82","513","7","17","0.921348314606742","0.828282828282828","0.872340425531915"
"Fold","82","508","12","18","0.872340425531915","0.82","0.845360824742268"
"Fold","72","512","7","27","0.911392405063291","0.727272727272727","0.808988764044944"
"Fold","88","511","9","12","0.907216494845361","0.88","0.893401015228426"
"Fold","86","506","14","14","0.86","0.86","0.86"
"Fold","83","505","15","16","0.846938775510204","0.838383838383838","0.842639593908629"
"CV Avg","83.2","509.6","10.2","16.4","0.891720754380814","0.835252525252525","0.861745346896437"
"Test","243","2835","90","162","0.72972972972973","0.6","0.658536585365854"
