NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","604","3567","44","84","0.932098765432099","0.877906976744186","0.904191616766467"
"Fold","50","359","2","19","0.961538461538462","0.72463768115942","0.826446280991736"
"Fold","57","356","5","12","0.919354838709677","0.826086956521739","0.870229007633588"
"Fold","58","356","5","11","0.920634920634921","0.840579710144927","0.878787878787879"
"Fold","51","350","11","18","0.82258064516129","0.739130434782609","0.778625954198473"
"Fold","60","353","8","8","0.882352941176471","0.882352941176471","0.882352941176471"
"Fold","57","354","7","12","0.890625","0.826086956521739","0.857142857142857"
"Fold","51","351","10","18","0.836065573770492","0.739130434782609","0.784615384615385"
"Fold","59","354","7","10","0.893939393939394","0.855072463768116","0.874074074074074"
"Fold","57","353","8","11","0.876923076923077","0.838235294117647","0.857142857142857"
"Fold","59","354","8","10","0.880597014925373","0.855072463768116","0.86764705882353"
"CV Avg","55.9","354","7.1","12.9","0.888461186677916","0.812638533674339","0.847706429458685"
"Test","232","2860","65","173","0.781144781144781","0.57283950617284","0.660968660968661"
