NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","372","2327","22","77","0.944162436548223","0.828507795100223","0.882562277580071"
"Fold","38","227","8","7","0.826086956521739","0.844444444444444","0.835164835164835"
"Fold","35","229","6","10","0.853658536585366","0.777777777777778","0.813953488372093"
"Fold","29","232","3","16","0.90625","0.644444444444444","0.753246753246753"
"Fold","33","231","4","12","0.891891891891892","0.733333333333333","0.804878048780488"
"Fold","39","229","5","6","0.886363636363636","0.866666666666667","0.876404494382023"
"Fold","31","227","8","14","0.794871794871795","0.688888888888889","0.738095238095238"
"Fold","40","229","6","5","0.869565217391304","0.888888888888889","0.879120879120879"
"Fold","38","229","6","7","0.863636363636364","0.844444444444444","0.853932584269663"
"Fold","32","230","5","12","0.864864864864865","0.727272727272727","0.790123456790124"
"Fold","32","235","0","13","1","0.711111111111111","0.831168831168831"
"CV Avg","34.7","229.8","5.1","10.2","0.875718926212696","0.772727272727273","0.817608860939093"
"Test","205","2845","80","200","0.719298245614035","0.506172839506173","0.594202898550725"
