NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","257","1732","17","75","0.937956204379562","0.774096385542169","0.848184818481848"
"Fold","27","172","3","6","0.9","0.818181818181818","0.857142857142857"
"Fold","25","172","3","8","0.892857142857143","0.757575757575758","0.819672131147541"
"Fold","23","173","2","10","0.92","0.696969696969697","0.793103448275862"
"Fold","22","170","4","11","0.846153846153846","0.666666666666667","0.745762711864407"
"Fold","21","173","2","12","0.91304347826087","0.636363636363636","0.75"
"Fold","24","171","4","10","0.857142857142857","0.705882352941177","0.774193548387097"
"Fold","23","170","5","10","0.821428571428571","0.696969696969697","0.754098360655738"
"Fold","27","173","2","7","0.931034482758621","0.794117647058823","0.857142857142857"
"Fold","23","173","2","10","0.92","0.696969696969697","0.793103448275862"
"Fold","26","172","3","7","0.896551724137931","0.787878787878788","0.838709677419355"
"CV Avg","24.1","171.9","3","9.1","0.889821210273984","0.725757575757576","0.798292904031158"
"Test","207","2796","129","198","0.616071428571429","0.511111111111111","0.558704453441295"
