NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","746","4551","47","133","0.940731399747793","0.848691695108077","0.892344497607656"
"Fold","67","446","14","21","0.827160493827161","0.761363636363636","0.792899408284024"
"Fold","67","454","6","21","0.917808219178082","0.761363636363636","0.832298136645963"
"Fold","68","451","8","20","0.894736842105263","0.772727272727273","0.829268292682927"
"Fold","71","451","9","17","0.8875","0.806818181818182","0.845238095238095"
"Fold","82","450","10","6","0.891304347826087","0.931818181818182","0.911111111111111"
"Fold","71","451","8","17","0.89873417721519","0.806818181818182","0.850299401197605"
"Fold","69","455","5","19","0.932432432432432","0.784090909090909","0.851851851851852"
"Fold","73","448","12","15","0.858823529411765","0.829545454545455","0.84393063583815"
"Fold","67","457","3","21","0.957142857142857","0.761363636363636","0.848101265822785"
"Fold","73","448","12","14","0.858823529411765","0.839080459770115","0.848837209302325"
"CV Avg","70.8","451.1","8.7","17.1","0.89244664285506","0.805498955067921","0.845383540797484"
"Test","250","2843","82","155","0.753012048192771","0.617283950617284","0.67842605156038"
