NA,"TP","TN","FP","FN","Precision","Recall","F-Score"
"Trainning metrics","491","2983","25","79","0.951550387596899","0.86140350877193","0.904235727440147"
"Fold","42","295","5","15","0.893617021276596","0.736842105263158","0.807692307692308"
"Fold","50","298","3","7","0.943396226415094","0.87719298245614","0.909090909090909"
"Fold","47","299","2","10","0.959183673469388","0.824561403508772","0.886792452830189"
"Fold","47","296","5","10","0.903846153846154","0.824561403508772","0.862385321100917"
"Fold","48","297","4","9","0.923076923076923","0.842105263157895","0.880733944954128"
"Fold","47","297","4","10","0.92156862745098","0.824561403508772","0.87037037037037"
"Fold","43","298","3","14","0.934782608695652","0.754385964912281","0.83495145631068"
"Fold","46","291","10","11","0.821428571428571","0.807017543859649","0.814159292035398"
"Fold","48","295","6","9","0.888888888888889","0.842105263157895","0.864864864864865"
"Fold","45","289","11","12","0.803571428571429","0.789473684210526","0.79646017699115"
"CV Avg","46.3","295.5","5.3","10.7","0.899336012311968","0.812280701754386","0.852750109624091"
"Test","244","2842","83","161","0.746177370030581","0.602469135802469","0.666666666666667"
