% %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% 23 websites
% only websites which implemented the correct viewport
% - 1916 elements filtering elements out of viewport?
% - analysing the image comparison only on leaf nodes
% - 392 mapped incompatibilities (192 in iPhone 8 Plus and 200 in iPhoneSE)
%
% Websites:
%  - http://wwatana.be/mobile/mobile/201801/1/, with 38 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/2/, with 26 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/3/, with 45 elements and 9 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/4/, with 49 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/5/, with 38 elements and 9 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/6/, with 33 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/9/, with 38 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/11/, with 56 elements and 10 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201801/12/, with 41 elements and 11 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/01/1.html, with 95 elements and 11 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/04/1.html, with 111 elements and 9 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/09/1.html, with 54 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/13/1.html, with 91 elements and 11 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/15/1.html, with 75 elements and 10 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/16/1.html, with 65 elements and 8 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201602/17/1.html, with 85 elements and 10 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201701/01/1.html, with 228 elements and 12 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201701/18/1.html, with 62 elements and 7 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201702/01/index.html, with 55 elements and 9 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201702/15/index.html, with 116 elements and 10 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201802/1/, with 64 elements and 10 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201802/2/, with 70 elements and 9 depth DOM tree
%  - http://wwatana.be/mobile/mobile/201802/3/, with 289 elements and 13 depth DOM tree
%
% %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
@relation R_data_frame

@attribute URL string
@attribute id numeric
@attribute tagName string
@attribute childsNumber numeric
@attribute textLength numeric
@attribute basePlatform string
@attribute targetPlatform string
@attribute baseBrowser string
@attribute targetBrowser string
@attribute baseDPI numeric
@attribute targetDPI numeric
@attribute baseScreenshot string
@attribute targetScreenshot string
@attribute baseX numeric
@attribute targetX numeric
@attribute baseY numeric
@attribute targetY numeric
@attribute baseHeight numeric
@attribute targetHeight numeric
@attribute baseWidth numeric
@attribute targetWidth numeric
@attribute baseParentX numeric
@attribute targetParentX numeric
@attribute baseParentY numeric
@attribute targetParentY numeric
@attribute imageDiff numeric
@attribute chiSquared numeric
@attribute baseDeviceWidth numeric
@attribute targetDeviceWidth numeric
@attribute baseViewportWidth numeric
@attribute targetViewportWidth numeric
@attribute xpath string
@attribute baseXpath string
@attribute targetXpath string
@attribute phash numeric
@attribute Result {0,1}

@data
http://wwatana.be/mobile/mobile/201802/3/,162,DIV,5,290,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,459,494,30,30,324,372,19,21,459,494,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,161,DIV,8,423,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,459,494,80,80,324,372,19,21,459,494,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,160,DIV,11,753,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,459,494,314,349,324,372,18,20,458,493,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[2]/div[2],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2],/body[2]/div[2]/div[2]/div[1]/div[2]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,152,DIV,35,1440,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,18,20,458,493,344,379,326,374,18,20,104,104,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,151,SPAN,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/151.png,results/iphone8plus/151.png,274,277,423,458,16,16,16,16,274,277,423,458,2259.0,13.6,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4]/div[1]/span[1],0.5,0
http://wwatana.be/mobile/mobile/201802/3/,149,DIV,2,43,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,270,273,419,454,28,28,26,26,19,21,419,454,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[4],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,148,DIV,0,4,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/148.png,results/iphone8plus/148.png,231,233,423,458,15,17,27,27,213,215,423,458,22019.0,53.4,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/div[2],0.6,0
http://wwatana.be/mobile/mobile/201802/3/,147,SPAN,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/147.png,results/iphone8plus/147.png,213,215,423,458,16,16,16,16,213,215,423,458,7415.0,26.1,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3]/div[1]/span[1],0.5,0
http://wwatana.be/mobile/mobile/201802/3/,145,DIV,3,62,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,209,211,419,454,28,28,53,53,19,21,419,454,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[3],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,144,DIV,0,5,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/144.png,results/iphone8plus/144.png,164,166,423,458,15,17,33,33,146,148,423,458,30488.0,47.5,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/div[2],0.6,0
http://wwatana.be/mobile/mobile/201802/3/,143,SPAN,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/143.png,results/iphone8plus/143.png,146,148,423,458,16,16,16,16,146,148,423,458,7114.0,18.3,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2]/div[1]/span[1],0.4,0
http://wwatana.be/mobile/mobile/201802/3/,141,DIV,3,60,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,142,144,419,454,28,28,59,59,19,21,419,454,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,140,DIV,0,12,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/140.png,results/iphone8plus/140.png,45,47,423,458,15,17,85,85,27,29,423,458,67040.0,158.3,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/div[2],0.5,0
http://wwatana.be/mobile/mobile/201802/3/,139,SPAN,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/139.png,results/iphone8plus/139.png,27,29,423,458,16,16,16,16,27,29,423,458,4635.0,27.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/span[1],1.0,0
http://wwatana.be/mobile/mobile/201802/3/,137,DIV,3,67,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,23,25,419,454,28,28,111,111,19,21,419,454,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,136,DIV,15,381,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,419,454,28,28,599,599,18,20,104,104,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[3],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3],/body[2]/div[2]/div[2]/div[1]/div[1]/div[3],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,135,IMG,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/135.png,results/iphone8plus/135.png,19,21,185,185,229,264,324,372,19,21,185,185,933161.0,42346.3,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2]/img[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2]/img[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2]/img[1],1.0,0
http://wwatana.be/mobile/mobile/201802/3/,134,DIV,1,264,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,185,185,234,269,324,372,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,133,SPAN,0,57,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/133.png,results/iphone8plus/133.png,24,26,135,135,40,44,315,338,19,21,105,105,1246522.0,2259.6,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/span[1],0.9,1
http://wwatana.be/mobile/mobile/201802/3/,132,DIV,1,72,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,105,105,70,74,324,372,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,131,SPAN,0,35,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/131.png,results/iphone8plus/131.png,99,102,115,116,13,14,168,169,54,56,110,110,98478.0,501.8,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[2],0.5,0
http://wwatana.be/mobile/mobile/201802/3/,130,SPAN,0,8,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/130.png,results/iphone8plus/130.png,54,56,114,114,15,17,42,43,54,56,110,110,66438.0,78.3,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/span[1],0.4,0
http://wwatana.be/mobile/mobile/201802/3/,129,DIV,2,107,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,54,56,110,110,20,22,213,213,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,128,IMG,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/128.png,results/iphone8plus/128.png,24,26,110,110,20,20,20,20,24,26,110,110,30704.0,279.8,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/img[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/img[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/img[1],0.8,0
http://wwatana.be/mobile/mobile/201802/3/,127,DIV,1,113,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,24,26,110,110,20,20,20,20,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,126,DIV,5,290,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,105,105,30,30,324,372,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,125,DIV,8,423,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,105,105,80,80,324,372,19,21,105,105,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,124,DIV,11,753,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,19,21,105,105,314,349,324,372,18,20,104,104,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[2]/div[1]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,116,DIV,35,1440,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,18,20,104,104,344,379,326,374,18,20,104,104,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[2]/div[1]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,115,DIV,108,4396,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,18,20,104,104,1062,1167,324,372,18,20,89,89,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1],/body[2]/div[2]/div[2]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,114,DIV,164,10993,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,18,20,89,89,1077,1182,324,372,0,0,49,49,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[2],/body[2]/div[2]/div[2],/body[2]/div[2]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,111,svg,2,213,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,251,257,59,59,20,20,20,20,251,257,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3]/svg[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,110,DIV,3,281,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,251,257,59,59,20,20,20,20,185,190,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[3],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,109,DIV,0,4,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/109.png,results/iphone8plus/109.png,217,222,59,59,20,20,34,34,185,190,59,59,11768.0,46.3,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[2],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[2],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[2],1.0,0
http://wwatana.be/mobile/mobile/201802/3/,106,svg,2,576,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,193,198,59,59,16,16,16,16,193,198,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1]/svg[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,105,DIV,3,670,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,193,198,59,59,16,16,16,16,185,190,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,104,DIV,9,1041,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,185,190,59,59,20,20,86,86,159,165,49,49,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,103,DIV,0,4,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/103.png,results/iphone8plus/103.png,159,165,59,59,20,20,25,25,159,165,49,49,29019.0,35.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1],0.5,0
http://wwatana.be/mobile/mobile/201802/3/,102,DIV,11,1102,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,159,165,49,49,40,40,112,112,36,41,49,49,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[3]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1],/body[2]/div[2]/div[1]/div[1]/div[3]/div[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,100,DIV,0,0,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,results/motog4/100.png,results/iphone8plus/100.png,148,154,59,59,20,20,1,1,36,41,49,49,1600.0,20.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[1]/div[1]/div[2],/body[2]/div[2]/div[1]/div[1]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,98,svg,1,361,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,118,124,59,59,20,20,20,20,118,124,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3]/svg[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,97,DIV,2,455,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,118,124,59,59,20,20,20,20,66,72,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[3],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,95,svg,1,272,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,94,100,59,59,20,20,20,20,94,100,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2]/svg[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,94,DIV,2,366,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,94,100,59,59,20,20,20,20,66,72,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[2],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,92,svg,1,160,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,70,76,59,59,20,20,20,20,70,76,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/svg[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/svg[1],0.0,0
http://wwatana.be/mobile/mobile/201802/3/,91,DIV,2,253,"Android null - Chrome -- Android - MotoG4","iOS 11.2 - Safari -- iOS - iPhone 8 Plus",null,null,3.0,3.0,null,null,70,76,59,59,20,20,20,20,66,72,59,59,0.0,0.0,1080,1242,360,414,/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1],/body[2]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1],0.0,0
