@relation R_data_frame

@attribute URL string
@attribute id numeric
@attribute tagName string
@attribute childsNumber numeric
@attribute textLength numeric
@attribute basePlatform string
@attribute targetPlatform string
@attribute baseBrowser string
@attribute targetBrowser string
@attribute baseDPI numeric
@attribute targetDPI numeric
@attribute baseScreenshot string
@attribute targetScreenshot string
@attribute baseX numeric
@attribute targetX numeric
@attribute baseY numeric
@attribute targetY numeric
@attribute baseHeight numeric
@attribute targetHeight numeric
@attribute baseWidth numeric
@attribute targetWidth numeric
@attribute baseParentX numeric
@attribute targetParentX numeric
@attribute baseParentY numeric
@attribute targetParentY numeric
@attribute imageDiff numeric
@attribute chiSquared numeric
@attribute baseDeviceWidth numeric
@attribute targetDeviceWidth numeric
@attribute baseViewportWidth numeric
@attribute targetViewportWidth numeric
@attribute xpath string
@attribute baseXpath string
@attribute targetXpath string
@attribute phash numeric
@attribute Result {0,1}
@attribute crosscheck.base.a numeric
@attribute crosscheck.target.a numeric
@attribute crosscheck.SDR numeric
@attribute crosscheck.disp numeric
@attribute crosscheck.area numeric
@attribute crosscheck.LDTD numeric
@attribute baseLeft numeric
@attribute targetLeft numeric
@attribute baseRight numeric
@attribute targetRight numeric
@attribute baseParentLeft numeric
@attribute targetParentLeft numeric
@attribute baseParentRight numeric
@attribute targetParentRight numeric
@attribute diff.viewport numeric
@attribute size numeric
@attribute diff.left.relation numeric
@attribute diff.right.relation numeric
@attribute diff.parent.left.relation numeric
@attribute diff.parent.right.relation numeric
@attribute diff.left.viewport numeric
@attribute diff.right.viewport numeric
@attribute alignment numeric
@attribute diff.parent.left.viewport numeric
@attribute diff.parent.right.viewport numeric
@attribute parent.alignment numeric
@attribute diff.parent.y numeric
@attribute diff.parent.y.height numeric
@attribute diff.height.height numeric
@attribute diff.width.viewport numeric
@attribute imageDiff.size numeric
@attribute chiSquared.size numeric
@attribute imageDiff.size.viewport numeric
@attribute chiSquared.size.viewport numeric
@attribute pHashDistance.viewport numeric
@attribute base.out.viewport.right numeric
@attribute base.out.viewport.left numeric
@attribute target.out.viewport.right numeric
@attribute target.out.viewport.left numeric
@attribute diff.out.viewport.left numeric
@attribute diff.out.viewport.right numeric
@attribute h {0,1}

@data
http://wwatana.be/mobile/mobile/201602/01/1.html,11,A,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/11.png,results/iphone8plus/11.png,292,292,0,0,28,28,36,34,284,284,0,0,52467,132.7,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[5]/a[1],/body[2]/div[1]/ul[1]/li[5]/a[1],/body[2]/div[1]/ul[1]/li[5]/a[1],1,1,1008,952,0.058824,0,952,1,292,292,52,88,284,284,60,96,34,1008,0.063107,-0.075718,0.061378,-0.073989,0,1.058824,-1.058824,0,1.058824,-1.058824,0,0,0,0.058824,52.050595,0.131647,1.5309,0.003872,0.029412,-88,-328,-122,-326,2,34,0
http://wwatana.be/mobile/mobile/201602/01/1.html,10,LI,1,48,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,284,284,0,0,28,28,52,50,46,53,0,0,0,0,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[5],/body[2]/div[1]/ul[1]/li[5],/body[2]/div[1]/ul[1]/li[5],0,1,1456,1400,0.04,0,1400,1,284,284,44,80,46,53,282,311,34,1456,0.061378,-0.077447,-0.006967,-0.009102,0,1.058824,-1.058824,0.205882,0.852941,-1.058824,0,0,0,0.058824,0,0,0,0,0,-96,-336,-130,-334,2,34,0
http://wwatana.be/mobile/mobile/201602/01/1.html,7,A,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/7.png,results/iphone8plus/7.png,186,187,0,0,28,28,22,23,178,179,0,0,36624,100.5,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],0.9,1,616,644,0.045455,1,616,1,186,187,172,204,178,179,180,212,34,644,0.037783,-0.040122,0.036054,-0.038393,0.029412,0.941176,-0.911765,0.029412,0.941176,-0.911765,0,0,0,0.029412,59.454545,0.163149,1.748663,0.004799,0.026471,-194,-208,-227,-210,2,33,0
http://wwatana.be/mobile/mobile/201602/01/1.html,59,A,0,19,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/59.png,results/iphonese/59.png,64,60,397,394,68,67,445,440,64,60,406,403,1325238,8376.7,1080,640,380,320,/body[2]/div[3]/div[1]/div[1]/p[3]/a[1],/body[2]/div[3]/div[1]/div[1]/p[3]/a[1],/body[2]/div[3]/div[1]/div[1]/p[3]/a[1],0.9,1,30260,29480,0.026459,5,29480,1,64,60,-129,-180,64,60,-129,-180,-60,30260,-0.019079,-0.223026,-0.019079,-0.223026,-0.066667,-0.85,0.783333,-0.066667,-0.85,0.783333,-0.05,0.044118,0.014706,-0.083333,43.795043,0.276824,-0.729917,-0.004614,-0.015,-316,-509,-260,-500,9,56,0
http://wwatana.be/mobile/mobile/201602/01/1.html,48,A,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/48.png,results/iphonese/48.png,171,162,123,117,16,17,62,59,158,149,101,98,188456,916.4,1080,640,380,320,/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],0.7,0,992,1003,0.011089,10.816654,992,1,171,162,147,99,158,149,160,112,-60,1003,-0.05625,0.077467,-0.049836,0.071053,-0.15,-0.8,0.65,-0.15,-0.8,0.65,-0.05,0.1875,0.0625,-0.05,189.975806,0.92379,-3.166263,-0.015397,-0.011667,-209,-233,-158,-221,12,51,1
http://wwatana.be/mobile/mobile/201602/01/1.html,7,A,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/7.png,results/iphonese/7.png,186,174,0,0,28,28,22,23,178,166,0,0,32580,93.8,1080,640,380,320,/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],0.9,1,616,644,0.045455,12,616,1,186,174,172,123,178,166,180,131,-60,644,-0.054276,0.068257,-0.050329,0.064309,-0.2,-0.816667,0.616667,-0.2,-0.816667,0.616667,-0,0,0,-0.016667,52.88961,0.152273,-0.881494,-0.002538,-0.015,-194,-208,-146,-197,11,48,0
http://wwatana.be/mobile/mobile/201602/01/1.html,3,A,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/3.png,results/iphonese/3.png,54,49,0,0,28,28,38,36,46,41,0,0,28909,150.5,1080,640,380,320,/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],1,1,1064,1008,0.055556,5,1008,1,54,49,288,235,46,41,296,243,-60,1064,-0.01102,0.02352,-0.007072,0.019572,-0.083333,-0.883333,0.8,-0.083333,-0.883333,0.8,-0,0,0,-0.033333,27.170113,0.141447,-0.452835,-0.002357,-0.016667,-326,-92,-271,-85,7,55,0
http://wwatana.be/mobile/mobile/201701/01/1.html,85,A,0,12,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/85.png,results/iphone8plus/85.png,5,5,358,358,38,38,350,404,5,5,358,358,583479,8732.6,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,43.870602,0.656586,0.812419,0.012159,0.009259,-355,-355,-409,-409,54,54,0
http://wwatana.be/mobile/mobile/201701/01/1.html,83,A,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/83.png,results/iphone8plus/83.png,5,5,318,318,38,38,350,404,5,5,318,318,795013,20738.6,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,59.775414,1.559293,1.106952,0.028876,0.009259,-355,-355,-409,-409,54,54,0
http://wwatana.be/mobile/mobile/201701/01/1.html,81,A,0,10,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/81.png,results/iphone8plus/81.png,5,5,278,278,38,38,350,404,5,5,278,278,553223,5768.5,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,41.595714,0.433722,0.770291,0.008032,0.009259,-355,-355,-409,-409,54,54,0
http://wwatana.be/mobile/mobile/201701/01/1.html,198,H3,0,37,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/198.png,results/iphonese/198.png,20,20,2394,2654,228,268,320,280,20,20,2394,2654,5991793,24406.3,1080,640,360,320,/body[2]/div[6]/footer[1]/div[1]/div[1]/h3[2],/body[2]/div[6]/footer[1]/div[1]/div[1]/h3[2],/body[2]/div[6]/footer[1]/div[1]/div[1]/h3[2],0.5,1,72960,75040,0.028509,260,72960,1,20,20,20,20,20,20,20,20,-40,75040,-0.006944,-0.006944,-0.006944,-0.006944,-0,-0,0,-0,-0,0,-6.5,1.140351,0.175439,-1,82.124356,0.334516,-2.053109,-0.008363,-0.0125,-340,-340,-300,-300,40,40,0
http://wwatana.be/mobile/mobile/201701/01/1.html,93,BUTTON,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/93.png,results/iphonese/93.png,216,190,417,417,30,30,65,65,20,20,417,417,73213,378.5,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/button[2],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/button[2],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/button[2],0.9,1,1950,1950,0,26,1950,1,216,190,79,65,20,20,275,235,-40,1950,0.00625,0.016319,-0.006944,0.029514,-0.65,-0.35,-0.3,-0,-1,-0.3,-0,0,0,-0,37.545128,0.194103,-0.938628,-0.004853,-0.0225,-144,-281,-130,-255,26,14,0
http://wwatana.be/mobile/mobile/201701/01/1.html,85,A,0,12,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/85.png,results/iphonese/85.png,5,5,358,358,38,38,350,310,5,5,358,358,687610,5422.1,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],0.4,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,51.7,0.407677,-1.2925,-0.010192,-0.01,-355,-355,-315,-315,40,40,0
http://wwatana.be/mobile/mobile/201701/01/1.html,83,A,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/83.png,results/iphonese/83.png,5,5,318,318,38,38,350,310,5,5,318,318,751683,8274.2,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],0.5,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,56.517519,0.62212,-1.412938,-0.015553,-0.0125,-355,-355,-315,-315,40,40,0
http://wwatana.be/mobile/mobile/201701/01/1.html,81,A,0,10,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/81.png,results/iphonese/81.png,5,5,278,278,38,38,350,310,5,5,278,278,513660,2478.9,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],0.5,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,38.621053,0.186383,-0.965526,-0.00466,-0.0125,-355,-355,-315,-315,40,40,0
http://wwatana.be/mobile/mobile/201801/2/,13,H2,0,21,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/13.png,results/iphonese/13.png,108,96,444,408,24,24,178,177,18,16,263,246,428745,3589.5,1080,640,360,320,/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],0.8,1,4272,4248,0.00565,37.947332,4248,1,108,96,74,47,18,16,164,127,-40,4272,0,0.058681,0,0.058681,-0.3,-0.675,0.375,-0.05,-0.925,0.375,-0.425,0.708333,0,-0.025,100.361657,0.840239,-2.509041,-0.021006,-0.02,-252,-286,-224,-273,13,28,0
http://wwatana.be/mobile/mobile/201602/17/1.html,34,H1,0,47,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/34.png,results/iphonese/34.png,27,24,192,163,108,108,305,271,27,24,172,143,3570864,25119.3,1080,640,360,320,/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],0.9,0,32940,29268,0.125461,29.154759,29268,1,27,24,28,25,27,24,28,25,-40,32940,0,-0.000347,0,-0.000347,-0.075,-0.075,0,-0.075,-0.075,0,-0.725,0.268519,0,-0.85,108.4051,0.762577,-2.710128,-0.019064,-0.0225,-333,-332,-296,-295,37,37,1
http://wwatana.be/mobile/mobile/201801/4/,33,H1,0,41,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/33.png,results/iphonese/33.png,0,0,127,119,84,90,360,320,0,0,0,0,2418062,24742.9,1080,640,360,320,/body[2]/section[1]/h1[4],/body[2]/section[1]/h1[4],/body[2]/section[1]/h1[4],0.7,1,30240,28800,0.05,8,28800,1,0,0,0,0,0,0,0,0,-40,30240,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,0.071429,-1,79.962368,0.818218,-1.999059,-0.020455,-0.0175,-360,-360,-320,-320,40,40,0
http://wwatana.be/mobile/mobile/201801/6/,22,H3,0,11,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/22.png,results/iphone8plus/22.png,15,15,632,599,22,24,330,384,0,0,254,254,246846,875.6,1080,1242,360,414,/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],0.4,1,7260,9216,0.269421,33,7260,1,15,15,15,15,0,0,30,30,54,9216,0.005435,0.005435,0,0.01087,0,0,0,0,0,0,0,0,0.090909,1,34.000826,0.120606,0.629645,0.002233,0.007407,-345,-345,-399,-399,54,54,0
http://wwatana.be/mobile/mobile/201801/6/,21,HR,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/21.png,results/iphone8plus/21.png,15,15,595,562,2,2,330,384,0,0,254,254,14850,911.3,1080,1242,360,414,/body[2]/div[1]/div[2]/hr[4],/body[2]/div[1]/div[2]/hr[4],/body[2]/div[1]/div[2]/hr[4],0,0,660,768,0.163636,33,660,1,15,15,15,15,0,0,30,30,54,768,0.005435,0.005435,0,0.01087,0,0,0,0,0,0,0,0,0,1,22.5,1.380758,0.416667,0.02557,0,-345,-345,-399,-399,54,54,1
http://wwatana.be/mobile/mobile/201801/6/,22,H3,0,11,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/22.png,results/iphonese/22.png,15,15,632,662,22,24,330,290,0,0,254,254,284703,1385.5,1080,640,360,320,/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],0.5,1,7260,6960,0.043103,30,6960,1,15,15,15,15,0,0,30,30,-40,7260,-0.005208,-0.005208,0,-0.010417,-0,-0,0,-0,-0,0,-0,0,0.090909,-1,39.215289,0.19084,-0.980382,-0.004771,-0.0125,-345,-345,-305,-305,40,40,0
http://wwatana.be/mobile/mobile/201602/09/1.html,44,SELECT,1,46,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,null,null,38,41,799,799,40,40,259,298,18,21,779,779,0,0,1080,1242,360,414,/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],0,1,10360,11920,0.150579,3,10360,1,38,41,63,75,18,21,83,95,54,11920,0.006522,-0.006159,-0.000725,0.001087,0.055556,0.222222,-0.166667,0.055556,0.222222,-0.166667,0,0,0,0.722222,0,0,0,0,0,-322,-297,-373,-339,42,51,0
http://wwatana.be/mobile/mobile/201602/09/1.html,44,SELECT,1,46,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,38,36,799,799,40,40,259,230,18,16,779,779,0,0,1080,640,360,320,/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],0,1,10360,9200,0.126087,2,9200,1,38,36,63,54,18,16,83,74,-40,10360,-0.006944,0.00625,0,-0.000694,-0.05,-0.225,0.175,-0.05,-0.225,0.175,-0,0,0,-0.725,0,0,-0,-0,-0,-322,-297,-284,-266,31,38,0
http://wwatana.be/mobile/mobile/201602/09/1.html,31,IMG,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/31.png,results/iphonese/31.png,35,59,587,589,45,45,75,75,35,59,617,618,124667,2734,1080,640,360,320,/body[2]/section[3]/ul[2]/li[1]/a[1]/img[1],/body[2]/section[3]/ul[2]/li[1]/a[1]/img[1],/body[2]/section[3]/ul[2]/li[1]/a[1]/img[1],0.4,0,3375,3375,0,24.083189,3375,1,35,59,250,186,35,59,250,186,-40,3375,-0.087153,0.113194,-0.087153,0.113194,-0.6,-1.6,1,-0.6,-1.6,1,-0.025,0.022222,0,-0,36.93837,0.810074,-0.923459,-0.020252,-0.01,-325,-110,-261,-134,24,64,1
http://wwatana.be/mobile/mobile/201602/09/1.html,30,A,1,32,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,35,59,617,618,19,20,75,75,35,59,587,589,0,0,1080,640,360,320,/body[2]/section[3]/ul[2]/li[1]/a[1],/body[2]/section[3]/ul[2]/li[1]/a[1],/body[2]/section[3]/ul[2]/li[1]/a[1],0,0,1425,1500,0.052632,24.020824,1425,1,35,59,250,186,35,59,250,186,-40,1500,-0.087153,0.113194,-0.087153,0.113194,-0.6,-1.6,1,-0.6,-1.6,1,-0.05,0.105263,0.052632,-0,0,0,-0,-0,-0,-325,-110,-261,-134,24,64,1
http://wwatana.be/mobile/mobile/201602/09/1.html,29,LI,2,50,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,35,59,587,589,49,49,75,75,14,12,573,575,0,0,1080,640,360,320,/body[2]/section[3]/ul[2]/li[1],/body[2]/section[3]/ul[2]/li[1],/body[2]/section[3]/ul[2]/li[1],0,0,3675,3675,0,24.083189,3675,1,35,59,250,186,14,12,271,233,-40,3675,-0.087153,0.113194,0.001389,0.024653,-0.6,-1.6,1,-0.05,-0.95,1,-0.05,0.040816,0,-0,0,0,-0,-0,-0,-325,-110,-261,-134,24,64,1
http://wwatana.be/mobile/mobile/201602/09/1.html,27,H2,0,42,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/27.png,results/iphonese/27.png,21,19,451,451,122,124,316,281,0,0,451,451,1709637,5575.9,1080,640,360,320,/body[2]/section[3]/h2[1],/body[2]/section[3]/h2[1],/body[2]/section[3]/h2[1],1,1,38552,34844,0.106417,2,34844,1,21,19,23,20,0,0,44,39,-40,38552,-0.001042,0.001389,0,0.000347,-0.05,-0.075,0.025,-0,-0.125,0.025,-0,0,0.016393,-0.875,44.34626,0.144633,-1.108656,-0.003616,-0.025,-339,-337,-301,-300,37,38,0
http://wwatana.be/mobile/mobile/201701/18/1.html,27,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/27.png,results/iphone8plus/27.png,40,40,854,895,20,20,210,210,0,0,854,895,236781,496,1080,1242,360,414,/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],0.6,1,4200,4200,0,41,4200,1,40,40,110,164,0,0,150,204,54,4200,0.014493,-0.09058,0,-0.076087,0,1,-1,0,1,-1,0.759259,2.05,0,0,56.376429,0.118095,1.044008,0.002187,0.011111,-320,-250,-374,-250,0,54,0
http://wwatana.be/mobile/mobile/201701/18/1.html,20,OL,0,27,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/20.png,results/iphone8plus/20.png,0,0,723,764,25,25,250,250,0,0,682,723,223014,567.1,1080,1242,360,414,/body[2]/div[7]/ul[1]/ol[2],/body[2]/div[7]/ul[1]/ol[2],/body[2]/div[7]/ul[1]/ol[2],0.7,0,6250,6250,0,41,6250,1,0,0,110,164,0,0,110,164,54,6250,0,-0.09058,0,-0.09058,0,1,-1,0,1,-1,0.759259,1.64,0,0,35.68224,0.090736,0.660782,0.00168,0.012963,-360,-250,-414,-250,0,54,1
http://wwatana.be/mobile/mobile/201701/18/1.html,13,P,0,21,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/13.png,results/iphonese/13.png,0,0,358,399,79,81,360,320,0,0,0,0,329408,141695,1080,640,360,320,/body[2]/p[5],/body[2]/p[5],/body[2]/p[5],0.4,0,28440,25920,0.097222,41,25920,1,0,0,0,0,0,0,0,0,-40,28440,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,0.025316,-1,11.58256,4.982243,-0.289564,-0.124556,-0.01,-360,-360,-320,-320,40,40,1
http://wwatana.be/mobile/mobile/201602/04/1.html,78,DIV,0,1,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/78.png,results/iphone8plus/78.png,0,0,22,20,139,139,360,414,0,0,0,0,2148058,7228.1,1080,1242,360,414,/body[2]/div[2],/body[2]/div[2],/body[2]/div[2],0.7,1,50040,57546,0.15,2,50040,1,0,0,0,0,0,0,0,0,54,57546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.926819,0.144446,0.794941,0.002675,0.012963,-360,-360,-414,-414,54,54,0
http://wwatana.be/mobile/mobile/201602/04/1.html,52,INPUT,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/52.png,results/iphone8plus/52.png,276,330,27,27,30,30,30,30,129,129,0,0,67599,462.7,1080,1242,360,414,/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],0.4,1,900,900,0,54,900,1,276,330,54,54,129,129,201,255,54,900,-0.030435,0.019565,0.046739,-0.057609,1,0,1,0,1,1,0,0,0,0,75.11,0.514111,1.390926,0.009521,0.007407,-84,-306,-84,-360,54,0,0
http://wwatana.be/mobile/mobile/201602/04/1.html,49,LI,1,112,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,null,null,139,261,0,0,100,100,191,122,129,129,0,0,0,0,1080,1242,360,414,/body[2]/div[1]/div[3]/ul[1]/li[8],/body[2]/div[1]/div[3]/ul[1]/li[8],/body[2]/div[1]/div[3]/ul[1]/li[8],0,1,19100,12200,0.565574,122,12200,1,139,261,30,31,129,129,40,163,54,19100,-0.244324,0.008454,0.046739,-0.282609,2.259259,0.018519,2.240741,0,2.277778,2.240741,0,0,0,1.277778,0,0,0,0,0,-221,-330,-153,-383,53,68,0
http://wwatana.be/mobile/mobile/201602/04/1.html,21,A,0,7,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/21.png,results/iphone8plus/21.png,70,123,0,0,87,89,89,90,129,129,0,0,734185,4277.1,1080,1242,360,414,/body[2]/div[1]/div[3]/ul[1]/li[3]/a[1],/body[2]/div[1]/div[3]/ul[1]/li[3]/a[1],/body[2]/div[1]/div[3]/ul[1]/li[3]/a[1],0.7,1,7743,8010,0.034483,53,7743,1,70,123,201,201,129,129,142,195,54,8010,-0.102657,0.072826,0.046739,-0.07657,0.981481,0,0.981481,0,0.981481,0.981481,0,0,0.022989,0.018519,94.819192,0.552383,1.755911,0.010229,0.012963,-290,-159,-291,-213,54,1,0
