@relation R_data_frame

@attribute URL string
@attribute id numeric
@attribute tagName string
@attribute childsNumber numeric
@attribute textLength numeric
@attribute basePlatform string
@attribute targetPlatform string
@attribute baseBrowser string
@attribute targetBrowser string
@attribute baseDPI numeric
@attribute targetDPI numeric
@attribute baseScreenshot string
@attribute targetScreenshot string
@attribute baseX numeric
@attribute targetX numeric
@attribute baseY numeric
@attribute targetY numeric
@attribute baseHeight numeric
@attribute targetHeight numeric
@attribute baseWidth numeric
@attribute targetWidth numeric
@attribute baseParentX numeric
@attribute targetParentX numeric
@attribute baseParentY numeric
@attribute targetParentY numeric
@attribute imageDiff numeric
@attribute chiSquared numeric
@attribute baseDeviceWidth numeric
@attribute targetDeviceWidth numeric
@attribute baseViewportWidth numeric
@attribute targetViewportWidth numeric
@attribute xpath string
@attribute baseXpath string
@attribute targetXpath string
@attribute phash numeric
@attribute Result {0,1}
@attribute crosscheck.base.a numeric
@attribute crosscheck.target.a numeric
@attribute crosscheck.SDR numeric
@attribute crosscheck.disp numeric
@attribute crosscheck.area numeric
@attribute crosscheck.LDTD numeric
@attribute baseLeft numeric
@attribute targetLeft numeric
@attribute baseRight numeric
@attribute targetRight numeric
@attribute baseParentLeft numeric
@attribute targetParentLeft numeric
@attribute baseParentRight numeric
@attribute targetParentRight numeric
@attribute diff.viewport numeric
@attribute size numeric
@attribute diff.left.relation numeric
@attribute diff.right.relation numeric
@attribute diff.parent.left.relation numeric
@attribute diff.parent.right.relation numeric
@attribute diff.left.viewport numeric
@attribute diff.right.viewport numeric
@attribute alignment numeric
@attribute diff.parent.left.viewport numeric
@attribute diff.parent.right.viewport numeric
@attribute parent.alignment numeric
@attribute diff.parent.y numeric
@attribute diff.parent.y.height numeric
@attribute diff.height.height numeric
@attribute diff.width.viewport numeric
@attribute imageDiff.size numeric
@attribute chiSquared.size numeric
@attribute imageDiff.size.viewport numeric
@attribute chiSquared.size.viewport numeric
@attribute pHashDistance.viewport numeric
@attribute h {0,1}

@data
http://wwatana.be/mobile/mobile/201602/01/1.html,13,A,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/13.png,results/iphonese/13.png,54,99,28,28,28,28,51,47,46,91,28,28,36304,170.9,1080,640,380,320,/body[2]/div[1]/ul[1]/li[6]/a[1],/body[2]/div[1]/ul[1]/li[6]/a[1],/body[2]/div[1]/ul[1]/li[6]/a[1],0.3,1,1428,1316,0.085106,45,1316,1,54,99,275,174,46,91,283,182,-60,1428,-0.16727,0.179934,-0.163322,0.175987,-0.75,-1.683333,0.933333,-0.75,-1.683333,0.933333,-0,0,0,-0.066667,25.422969,0.119678,-0.423716,-0.001995,-0.005,0
http://wwatana.be/mobile/mobile/201602/01/1.html,7,A,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/7.png,results/iphonese/7.png,186,174,0,0,28,28,22,23,178,166,0,0,32580,93.8,1080,640,380,320,/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],0.9,1,616,644,0.045455,12,616,1,186,174,172,123,178,166,180,131,-60,644,-0.054276,0.068257,-0.050329,0.064309,-0.2,-0.816667,0.616667,-0.2,-0.816667,0.616667,-0,0,0,-0.016667,52.88961,0.152273,-0.881494,-0.002538,-0.015,0
http://wwatana.be/mobile/mobile/201602/01/1.html,5,A,0,9,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/5.png,results/iphonese/5.png,108,101,0,0,28,28,61,57,100,93,0,0,101004,210.6,1080,640,380,320,/body[2]/div[1]/ul[1]/li[2]/a[1],/body[2]/div[1]/ul[1]/li[2]/a[1],/body[2]/div[1]/ul[1]/li[2]/a[1],1,1,1708,1596,0.070175,7,1596,1,108,101,211,162,100,93,219,170,-60,1708,-0.031414,0.049013,-0.027467,0.045066,-0.116667,-0.816667,0.7,-0.116667,-0.816667,0.7,-0,0,0,-0.066667,59.135831,0.123302,-0.985597,-0.002055,-0.016667,0
http://wwatana.be/mobile/mobile/201602/01/1.html,3,A,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/3.png,results/iphonese/3.png,54,49,0,0,28,28,38,36,46,41,0,0,28909,150.5,1080,640,380,320,/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],1,1,1064,1008,0.055556,5,1008,1,54,49,288,235,46,41,296,243,-60,1064,-0.01102,0.02352,-0.007072,0.019572,-0.083333,-0.883333,0.8,-0.083333,-0.883333,0.8,-0,0,0,-0.033333,27.170113,0.141447,-0.452835,-0.002357,-0.016667,0
http://wwatana.be/mobile/mobile/201701/01/1.html,85,A,0,12,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/85.png,results/iphone8plus/85.png,5,5,358,358,38,38,350,404,5,5,358,358,583479,8732.6,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,43.870602,0.656586,0.812419,0.012159,0.009259,0
http://wwatana.be/mobile/mobile/201701/01/1.html,83,A,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/83.png,results/iphone8plus/83.png,5,5,318,318,38,38,350,404,5,5,318,318,795013,20738.6,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,59.775414,1.559293,1.106952,0.028876,0.009259,0
http://wwatana.be/mobile/mobile/201701/01/1.html,81,A,0,10,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/81.png,results/iphone8plus/81.png,5,5,278,278,38,38,350,404,5,5,278,278,553223,5768.5,1080,1242,360,414,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],0.5,1,13300,15352,0.154286,0,13300,1,5,5,5,5,5,5,5,5,54,15352,0.001812,0.001812,0.001812,0.001812,0,0,0,0,0,0,0,0,0,1,41.595714,0.433722,0.770291,0.008032,0.009259,0
http://wwatana.be/mobile/mobile/201701/01/1.html,206,P,1,59,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,20,20,2680,2980,18,36,320,280,20,20,2662,2962,0,0,1080,640,360,320,/body[2]/div[6]/footer[1]/div[1]/div[1]/address[5]/p[2],/body[2]/div[6]/footer[1]/div[1]/div[1]/address[5]/p[2],/body[2]/div[6]/footer[1]/div[1]/div[1]/address[5]/p[2],0,0,5760,10080,0.75,300,5760,1,20,20,20,20,20,20,20,20,-40,10080,-0.006944,-0.006944,-0.006944,-0.006944,-0,-0,0,-0,-0,0,-7.5,16.666667,1,-1,0,0,-0,-0,-0,1
http://wwatana.be/mobile/mobile/201701/01/1.html,166,P,2,136,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,35,35,1852,2152,20,40,269,229,20,20,1783,2043,0,0,1080,640,360,320,/body[2]/div[5]/div[1]/aside[2]/div[2]/p[2],/body[2]/div[5]/div[1]/aside[2]/div[2]/p[2],/body[2]/div[5]/div[1]/aside[2]/div[2]/p[2],0,0,5380,9160,0.702602,300,5380,1,35,35,56,56,20,20,71,71,-40,9160,-0.012153,-0.019444,-0.006944,-0.024653,-0,-0,0,-0,-0,0,-6.5,13,1,-1,0,0,-0,-0,-0,1
http://wwatana.be/mobile/mobile/201701/01/1.html,92,INPUT,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/92.png,results/iphonese/92.png,20,20,417,417,22,26,197,171,20,20,417,417,381358,1028.9,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/input[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/input[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/form[11]/div[1]/input[1],1,1,4334,4446,0.025842,0,4334,1,20,20,143,129,20,20,143,129,-40,4446,-0.006944,-0.005903,-0.006944,-0.005903,-0,-0.35,0.35,-0,-0.35,0.35,-0,0,0.181818,-0.65,87.992155,0.237402,-2.199804,-0.005935,-0.025,0
http://wwatana.be/mobile/mobile/201701/01/1.html,85,A,0,12,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/85.png,results/iphonese/85.png,5,5,358,358,38,38,350,310,5,5,358,358,687610,5422.1,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[9]/a[1],0.4,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,51.7,0.407677,-1.2925,-0.010192,-0.01,0
http://wwatana.be/mobile/mobile/201701/01/1.html,83,A,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/83.png,results/iphonese/83.png,5,5,318,318,38,38,350,310,5,5,318,318,751683,8274.2,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[8]/a[1],0.5,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,56.517519,0.62212,-1.412938,-0.015553,-0.0125,0
http://wwatana.be/mobile/mobile/201701/01/1.html,81,A,0,10,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/81.png,results/iphonese/81.png,5,5,278,278,38,38,350,310,5,5,278,278,513660,2478.9,1080,640,360,320,/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],/body[2]/nav[2]/div[1]/div[1]/div[2]/ul[1]/li[7]/a[1],0.5,1,13300,11780,0.129032,0,11780,1,5,5,5,5,5,5,5,5,-40,13300,-0.001736,-0.001736,-0.001736,-0.001736,-0,-0,0,-0,-0,0,-0,0,0,-1,38.621053,0.186383,-0.965526,-0.00466,-0.0125,0
http://wwatana.be/mobile/mobile/201801/2/,4,H1,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/4.png,results/iphone8plus/4.png,36,41,140,147,45,45,288,331,36,41,125,128,573015,9483.9,1080,1242,360,414,/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],1,1,12960,14895,0.149306,8.602325,12960,1,36,41,36,42,36,41,36,42,54,14895,0.000966,-0.001449,0.000966,-0.001449,0.092593,0.111111,-0.018519,0.092593,0.111111,-0.018519,0.055556,0.066667,0,0.796296,44.21412,0.731782,0.81878,0.013552,0.018519,0
http://wwatana.be/mobile/mobile/201801/2/,4,H1,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/4.png,results/iphonese/4.png,36,32,140,137,45,45,288,256,36,32,125,123,751001,8281,1080,640,360,320,/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],1,1,12960,11520,0.125,5,11520,1,36,32,36,32,36,32,36,32,-40,12960,0,0,0,0,-0.1,-0.1,0,-0.1,-0.1,0,-0.05,0.044444,0,-0.8,57.947608,0.638966,-1.44869,-0.015974,-0.025,0
http://wwatana.be/mobile/mobile/201802/2/,59,SPAN,1,38,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,64,57,1303,1303,19,60,249,219,64,57,1293,1293,0,0,1080,640,360,320,/body[2]/div[4]/div[3]/div[1]/div[2]/span[1],/body[2]/div[4]/div[3]/div[1]/div[2]/span[1],/body[2]/div[4]/div[3]/div[1]/div[2]/span[1],0,1,4731,13140,1.777425,7,4731,1,64,57,47,44,64,57,47,44,-40,13140,-0.000347,-0.006944,-0.000347,-0.006944,-0.175,-0.075,-0.1,-0.175,-0.075,-0.1,-0,0,2.157895,-0.75,0,0,-0,-0,-0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,9,IMG,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/9.png,results/iphone8plus/9.png,130,157,22,22,39,39,100,100,130,157,11,11,51987,1131,1080,1242,360,414,/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],0.7,0,3900,3900,0,27,3900,1,130,157,130,157,130,157,130,157,54,3900,-0.018116,-0.018116,-0.018116,-0.018116,0.5,0.5,0,0.5,0.5,0,0,0,0,0,13.33,0.29,0.246852,0.00537,0.012963,1
http://wwatana.be/mobile/mobile/201602/17/1.html,34,H1,0,47,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/34.png,results/iphonese/34.png,27,24,192,163,108,108,305,271,27,24,172,143,3570864,25119.3,1080,640,360,320,/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],0.9,0,32940,29268,0.125461,29.154759,29268,1,27,24,28,25,27,24,28,25,-40,32940,0,-0.000347,0,-0.000347,-0.075,-0.075,0,-0.075,-0.075,0,-0.725,0.268519,0,-0.85,108.4051,0.762577,-2.710128,-0.019064,-0.0225,1
http://wwatana.be/mobile/mobile/201602/17/1.html,11,SPAN,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/11.png,results/iphonese/11.png,306,264,23,23,18,18,30,33,0,0,0,0,41503,538.8,1080,640,360,320,/body[2]/div[1]/div[1]/div[1]/span[5],/body[2]/div[1]/div[1]/div[1]/span[5],/body[2]/div[1]/div[1]/div[1]/span[5],0.8,0,540,594,0.1,42,540,1,306,264,24,23,0,0,330,287,-40,594,0.025,-0.005208,0,0.019792,-1.05,-0.025,-1.025,-0,-1.075,-1.025,-0,0,0,-0.075,76.857407,0.997778,-1.921435,-0.024944,-0.02,1
http://wwatana.be/mobile/mobile/201801/4/,42,B,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/42.png,results/iphone8plus/42.png,98,126,728,611,24,24,166,164,18,20,720,603,460025,327.8,1080,1242,360,414,/body[2]/section[2]/a[4]/div[1]/b[1],/body[2]/section[2]/a[4]/div[1]/b[1],/body[2]/section[2]/a[4]/div[1]/b[1],0.5,1,3984,3936,0.012195,120.303782,3936,1,98,126,96,124,18,20,176,230,54,3984,-0.032126,-0.03285,0.001691,-0.066667,0.518519,0.518519,0,0.037037,1,0,2.166667,4.875,0,0.037037,115.468122,0.082279,2.138299,0.001524,0.009259,0
http://wwatana.be/mobile/mobile/201801/4/,42,B,0,16,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/42.png,results/iphonese/42.png,98,79,728,738,24,24,166,164,18,16,720,731,469507,2023.9,1080,640,360,320,/body[2]/section[2]/a[4]/div[1]/b[1],/body[2]/section[2]/a[4]/div[1]/b[1],/body[2]/section[2]/a[4]/div[1]/b[1],0.4,1,3984,3936,0.012195,21.470911,3936,1,98,79,96,77,18,16,176,140,-40,3984,0.025347,0.026042,0,0.051389,-0.475,-0.475,0,-0.05,-0.9,0,-0.275,0.458333,0,-0.05,117.848143,0.508007,-2.946204,-0.0127,-0.01,0
http://wwatana.be/mobile/mobile/201801/6/,22,H3,0,11,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/22.png,results/iphonese/22.png,15,15,632,662,22,24,330,290,0,0,254,254,284703,1385.5,1080,640,360,320,/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],/body[2]/div[1]/div[2]/h3[5],0.5,1,7260,6960,0.043103,30,6960,1,15,15,15,15,0,0,30,30,-40,7260,-0.005208,-0.005208,0,-0.010417,-0,-0,0,-0,-0,0,-0,0,0.090909,-1,39.215289,0.19084,-0.980382,-0.004771,-0.0125,0
http://wwatana.be/mobile/mobile/201702/15/index.html,88,A,0,7,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/88.png,results/iphonese/88.png,8,8,189,183,46,40,115,105,8,8,87,81,205751,1213.9,1080,640,360,320,/body[2]/section[2]/div[1]/span[4]/a[1],/body[2]/section[2]/div[1]/span[4]/a[1],/body[2]/section[2]/div[1]/span[4]/a[1],0.9,1,5290,4200,0.259524,6,4200,1,8,8,237,207,8,8,237,207,-40,5290,-0.002778,0.011458,-0.002778,0.011458,-0,-0.75,0.75,-0,-0.75,0.75,-0.15,0.130435,0.130435,-0.25,38.894329,0.229471,-0.972358,-0.005737,-0.0225,0
http://wwatana.be/mobile/mobile/201602/09/1.html,44,SELECT,1,46,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,null,null,38,41,799,799,40,40,259,298,18,21,779,779,0,0,1080,1242,360,414,/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],0,1,10360,11920,0.150579,3,10360,1,38,41,63,75,18,21,83,95,54,11920,0.006522,-0.006159,-0.000725,0.001087,0.055556,0.222222,-0.166667,0.055556,0.222222,-0.166667,0,0,0,0.722222,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/09/1.html,12,H1,0,76,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/12.png,results/iphone8plus/12.png,18,20,151,151,105,111,324,372,0,0,151,151,29827,1512,1080,1242,360,414,/body[2]/section[2]/h1[1],/body[2]/section[2]/h1[1],/body[2]/section[2]/h1[1],0.9,1,34020,41292,0.213757,2,34020,1,18,20,18,22,0,0,36,42,54,41292,0.001691,-0.00314,0,-0.001449,0.037037,0.074074,-0.037037,0,0.111111,-0.037037,0,0,0.057143,0.888889,0.876749,0.044444,0.016236,0.000823,0.016667,0
http://wwatana.be/mobile/mobile/201602/09/1.html,44,SELECT,1,46,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,38,36,799,799,40,40,259,230,18,16,779,779,0,0,1080,640,360,320,/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],/body[2]/section[4]/div[2]/select[1],0,1,10360,9200,0.126087,2,9200,1,38,36,63,54,18,16,83,74,-40,10360,-0.006944,0.00625,0,-0.000694,-0.05,-0.225,0.175,-0.05,-0.225,0.175,-0,0,0,-0.725,0,0,-0,-0,-0,0
http://wwatana.be/mobile/mobile/201602/09/1.html,30,A,1,32,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,35,59,617,618,19,20,75,75,35,59,587,589,0,0,1080,640,360,320,/body[2]/section[3]/ul[2]/li[1]/a[1],/body[2]/section[3]/ul[2]/li[1]/a[1],/body[2]/section[3]/ul[2]/li[1]/a[1],0,0,1425,1500,0.052632,24.020824,1425,1,35,59,250,186,35,59,250,186,-40,1500,-0.087153,0.113194,-0.087153,0.113194,-0.6,-1.6,1,-0.6,-1.6,1,-0.05,0.105263,0.052632,-0,0,0,-0,-0,-0,1
http://wwatana.be/mobile/mobile/201602/09/1.html,29,LI,2,50,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,null,null,35,59,587,589,49,49,75,75,14,12,573,575,0,0,1080,640,360,320,/body[2]/section[3]/ul[2]/li[1],/body[2]/section[3]/ul[2]/li[1],/body[2]/section[3]/ul[2]/li[1],0,0,3675,3675,0,24.083189,3675,1,35,59,250,186,14,12,271,233,-40,3675,-0.087153,0.113194,0.001389,0.024653,-0.6,-1.6,1,-0.05,-0.95,1,-0.05,0.040816,0,-0,0,0,-0,-0,-0,1
http://wwatana.be/mobile/mobile/201701/18/1.html,40,P,0,9,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/40.png,results/iphone8plus/40.png,40,40,1146,1186,20,20,210,210,0,0,1146,1186,189396,245,1080,1242,360,414,/body[2]/div[7]/ul[3]/ol[1]/p[1],/body[2]/div[7]/ul[3]/ol[1]/p[1],/body[2]/div[7]/ul[3]/ol[1]/p[1],0.7,1,4200,4200,0,40,4200,1,40,40,110,164,0,0,150,204,54,4200,0.014493,-0.09058,0,-0.076087,0,1,-1,0,1,-1,0.740741,2,0,0,45.094286,0.058333,0.835079,0.00108,0.012963,0
http://wwatana.be/mobile/mobile/201701/18/1.html,34,P,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/34.png,results/iphone8plus/34.png,40,40,999,1039,20,20,190,190,0,0,999,1039,169950,136.7,1080,1242,360,414,/body[2]/div[7]/ul[2]/ol[4]/p[1],/body[2]/div[7]/ul[2]/ol[4]/p[1],/body[2]/div[7]/ul[2]/ol[4]/p[1],0.4,1,3800,3800,0,40,3800,1,40,40,130,184,0,0,170,224,54,3800,0.014493,-0.083333,0,-0.068841,0,1,-1,0,1,-1,0.740741,2,0,0,44.723684,0.035974,0.828216,0.000666,0.007407,0
http://wwatana.be/mobile/mobile/201701/18/1.html,27,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/27.png,results/iphone8plus/27.png,40,40,854,895,20,20,210,210,0,0,854,895,236781,496,1080,1242,360,414,/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],0.6,1,4200,4200,0,41,4200,1,40,40,110,164,0,0,150,204,54,4200,0.014493,-0.09058,0,-0.076087,0,1,-1,0,1,-1,0.759259,2.05,0,0,56.376429,0.118095,1.044008,0.002187,0.011111,0
http://wwatana.be/mobile/mobile/201701/18/1.html,25,P,0,15,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/25.png,results/iphone8plus/25.png,40,40,823,864,20,20,210,210,0,0,823,864,265335,308.1,1080,1242,360,414,/body[2]/div[7]/ul[1]/ol[6]/p[1],/body[2]/div[7]/ul[1]/ol[6]/p[1],/body[2]/div[7]/ul[1]/ol[6]/p[1],0.4,1,4200,4200,0,41,4200,1,40,40,110,164,0,0,150,204,54,4200,0.014493,-0.09058,0,-0.076087,0,1,-1,0,1,-1,0.759259,2.05,0,0,63.175,0.073357,1.169907,0.001358,0.007407,0
http://wwatana.be/mobile/mobile/201701/18/1.html,9,P,0,40,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/9.png,results/iphone8plus/9.png,0,0,102,105,76,76,360,414,0,0,0,0,3884930,2677.6,1080,1242,360,414,/body[2]/p[2],/body[2]/p[2],/body[2]/p[2],1,1,27360,31464,0.15,3,27360,1,0,0,0,0,0,0,0,0,54,31464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141.993056,0.097865,2.629501,0.001812,0.018519,0
http://wwatana.be/mobile/mobile/201701/18/1.html,27,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,3,2,results/motog4/27.png,results/iphonese/27.png,40,40,854,874,20,20,210,210,0,0,854,874,251703,1475.5,1080,640,360,320,/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],/body[2]/div[7]/ul[1]/ol[7]/p[1],0.5,1,4200,4200,0,20,4200,1,40,40,110,70,0,0,150,110,-40,4200,-0.013889,0.086806,0,0.072917,-0,-1,1,-0,-1,1,-0.5,1,0,-0,59.929286,0.35131,-1.498232,-0.008783,-0.0125,0
http://wwatana.be/mobile/mobile/201602/04/1.html,52,INPUT,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,results/motog4/52.png,results/iphone8plus/52.png,276,330,27,27,30,30,30,30,129,129,0,0,67599,462.7,1080,1242,360,414,/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],/body[2]/div[1]/div[3]/ul[1]/li[9]/input[1],0.4,1,900,900,0,54,900,1,276,330,54,54,129,129,201,255,54,900,-0.030435,0.019565,0.046739,-0.057609,1,0,1,0,1,1,0,0,0,0,75.11,0.514111,1.390926,0.009521,0.007407,0
http://wwatana.be/mobile/mobile/201602/04/1.html,49,LI,1,112,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,3,3,null,null,139,261,0,0,100,100,191,122,129,129,0,0,0,0,1080,1242,360,414,/body[2]/div[1]/div[3]/ul[1]/li[8],/body[2]/div[1]/div[3]/ul[1]/li[8],/body[2]/div[1]/div[3]/ul[1]/li[8],0,1,19100,12200,0.565574,122,12200,1,139,261,30,31,129,129,40,163,54,19100,-0.244324,0.008454,0.046739,-0.282609,2.259259,0.018519,2.240741,0,2.277778,2.240741,0,0,0,1.277778,0,0,0,0,0,0
