@relation R_data_frame

@attribute URL string
@attribute id numeric
@attribute tagName string
@attribute childsNumber numeric
@attribute textLength numeric
@attribute basePlatform string
@attribute targetPlatform string
@attribute baseBrowser string
@attribute targetBrowser string
@attribute baseDPI numeric
@attribute targetDPI numeric
@attribute baseScreenshot string
@attribute targetScreenshot string
@attribute baseX numeric
@attribute targetX numeric
@attribute baseY numeric
@attribute targetY numeric
@attribute baseHeight numeric
@attribute targetHeight numeric
@attribute baseWidth numeric
@attribute targetWidth numeric
@attribute baseParentX numeric
@attribute targetParentX numeric
@attribute baseParentY numeric
@attribute targetParentY numeric
@attribute imageDiff numeric
@attribute chiSquared numeric
@attribute baseDeviceWidth numeric
@attribute targetDeviceWidth numeric
@attribute baseViewportWidth numeric
@attribute targetViewportWidth numeric
@attribute xpath string
@attribute baseXpath string
@attribute targetXpath string
@attribute phash numeric
@attribute Result {0,1}
@attribute crosscheck.base.a numeric
@attribute crosscheck.target.a numeric
@attribute crosscheck.SDR numeric
@attribute crosscheck.disp numeric
@attribute crosscheck.area numeric
@attribute crosscheck.LDTD numeric
@attribute baseLeft numeric
@attribute targetLeft numeric
@attribute baseRight numeric
@attribute targetRight numeric
@attribute baseParentLeft numeric
@attribute targetParentLeft numeric
@attribute baseParentRight numeric
@attribute targetParentRight numeric
@attribute diff.viewport numeric
@attribute size numeric
@attribute diff.left.relation numeric
@attribute diff.right.relation numeric
@attribute diff.parent.left.relation numeric
@attribute diff.parent.right.relation numeric
@attribute diff.left.viewport numeric
@attribute diff.right.viewport numeric
@attribute alignment numeric
@attribute diff.parent.left.viewport numeric
@attribute diff.parent.right.viewport numeric
@attribute parent.alignment numeric
@attribute diff.parent.y numeric
@attribute diff.parent.y.height numeric
@attribute diff.height.height numeric
@attribute diff.width.viewport numeric
@attribute imageDiff.size numeric
@attribute chiSquared.size numeric
@attribute imageDiff.size.viewport numeric
@attribute chiSquared.size.viewport numeric
@attribute pHashDistance.viewport numeric
@attribute h {0,1}

@data
http://wwatana.be/mobile/mobile/201602/01/1.html,82,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/82.png,results/iphone8plus/82.png,76,81,1393,1103,24,24,150,150,76,81,1262,972,287610,1195.4,1080,1242,380,414,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],0.4,1,3600,3600,0,290.0431,3600,1,76,81,154,183,76,81,154,183,34,3600,0.004348,-0.036766,0.004348,-0.036766,0.147059,0.852941,-0.705882,0.147059,0.852941,-0.705882,8.529412,12.083333,0,0,79.891667,0.332056,2.349755,0.009766,0.011765,0
http://wwatana.be/mobile/mobile/201602/01/1.html,70,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/70.png,results/iphone8plus/70.png,76,81,788,794,24,24,150,150,76,81,565,570,284805,1105.8,1080,1242,380,414,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],0.4,1,3600,3600,0,7.81025,3600,1,76,81,154,183,76,81,154,183,34,3600,0.004348,-0.036766,0.004348,-0.036766,0.147059,0.852941,-0.705882,0.147059,0.852941,-0.705882,0.147059,0.208333,0,0,79.1125,0.307167,2.326838,0.009034,0.011765,0
http://wwatana.be/mobile/mobile/201602/01/1.html,58,P,1,51,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,64,70,406,410,28,28,315,315,39,45,108,113,0,0,1080,1242,380,414,/body[2]/div[3]/div[1]/div[1]/p[3],/body[2]/div[3]/div[1]/div[1]/p[3],/body[2]/div[3]/div[1]/div[1]/p[3],0,1,8820,8820,0,7.211103,8820,1,64,70,1,29,39,45,26,54,34,8820,-0.000661,-0.067417,-0.006064,-0.062014,0.176471,0.823529,-0.647059,0.176471,0.823529,-0.647059,0.147059,0.178571,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/01/1.html,55,DIV,4,227,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,39,45,108,113,370,370,340,340,0,0,80,80,0,0,1080,1242,380,414,/body[2]/div[3]/div[1]/div[1],/body[2]/div[3]/div[1]/div[1],/body[2]/div[3]/div[1]/div[1],0,1,125800,125800,0,7.81025,125800,1,39,45,1,29,0,0,40,74,34,125800,-0.006064,-0.067417,0,-0.073481,0.176471,0.823529,-0.647059,0,1,-0.647059,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/01/1.html,52,INPUT,0,0,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,-15878,-15884,136,134,21,21,197,135,50,50,133,132,0,0,1080,1242,380,414,/body[2]/header[2]/div[3]/form[1]/label[1]/input[1],/body[2]/header[2]/div[3]/form[1]/label[1]/input[1],/body[2]/header[2]/div[3]/form[1]/label[1]/input[1],0,0,4137,2835,0.459259,6.324555,2835,1,-15878,-15884,16061,16163,50,50,133,229,34,4137,3.417061,3.224727,0.010806,-0.20314,0.176471,3,-2.823529,0,2.823529,-2.823529,0.029412,0.047619,0,1.823529,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201602/01/1.html,51,LABEL,1,110,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,50,50,133,132,24,25,197,139,50,50,133,132,0,0,1080,1242,380,414,/body[2]/header[2]/div[3]/form[1]/label[1],/body[2]/header[2]/div[3]/form[1]/label[1],/body[2]/header[2]/div[3]/form[1]/label[1],0,0,4728,3475,0.360576,1,3475,1,50,50,133,225,50,50,133,225,34,4728,0.010806,-0.193478,0.010806,-0.193478,0,2.705882,-2.705882,0,2.705882,-2.705882,0.029412,0.041667,0.041667,1.705882,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201602/01/1.html,41,LI,1,30,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,283,268,79,78,90,87,77,92,-4,-4,96,95,0,0,1080,1242,380,414,/body[2]/header[2]/div[2]/ul[1]/li[5],/body[2]/header[2]/div[2]/ul[1]/li[5],/body[2]/header[2]/div[2]/ul[1]/li[5],0,1,6930,8004,0.154978,15.033296,6930,1,283,268,20,54,-4,-4,307,326,34,8004,0.097394,-0.077803,0.000864,0.020455,0.441176,1,-0.558824,0,0.558824,-0.558824,0.029412,0.011111,0.033333,0.441176,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/01/1.html,11,A,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/11.png,results/iphone8plus/11.png,292,292,0,0,28,28,36,34,284,284,0,0,52467,132.7,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[5]/a[1],/body[2]/div[1]/ul[1]/li[5]/a[1],/body[2]/div[1]/ul[1]/li[5]/a[1],1,1,1008,952,0.058824,0,952,1,292,292,52,88,284,284,60,96,34,1008,0.063107,-0.075718,0.061378,-0.073989,0,1.058824,-1.058824,0,1.058824,-1.058824,0,0,0,0.058824,52.050595,0.131647,1.5309,0.003872,0.029412,0
http://wwatana.be/mobile/mobile/201602/01/1.html,10,LI,1,48,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,null,null,284,284,0,0,28,28,52,50,46,53,0,0,0,0,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[5],/body[2]/div[1]/ul[1]/li[5],/body[2]/div[1]/ul[1]/li[5],0,1,1456,1400,0.04,0,1400,1,284,284,44,80,46,53,282,311,34,1456,0.061378,-0.077447,-0.006967,-0.009102,0,1.058824,-1.058824,0.205882,0.852941,-1.058824,0,0,0,0.058824,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/01/1.html,9,A,0,9,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/9.png,results/iphone8plus/9.png,224,226,0,0,28,28,52,49,216,218,0,0,93468,191,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[4]/a[1],/body[2]/div[1]/ul[1]/li[4]/a[1],/body[2]/div[1]/ul[1]/li[4]/a[1],0.6,1,1456,1372,0.061224,2,1372,1,224,226,104,139,216,218,112,147,34,1456,0.04358,-0.062065,0.041851,-0.060336,0.058824,1.029412,-0.970588,0.058824,1.029412,-0.970588,0,0,0,0.088235,64.195055,0.131181,1.88809,0.003858,0.017647,0
http://wwatana.be/mobile/mobile/201602/01/1.html,7,A,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/7.png,results/iphone8plus/7.png,186,187,0,0,28,28,22,23,178,179,0,0,36624,100.5,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],/body[2]/div[1]/ul[1]/li[3]/a[1],0.9,1,616,644,0.045455,1,616,1,186,187,172,204,178,179,180,212,34,644,0.037783,-0.040122,0.036054,-0.038393,0.029412,0.941176,-0.911765,0.029412,0.941176,-0.911765,0,0,0,0.029412,59.454545,0.163149,1.748663,0.004799,0.026471,0
http://wwatana.be/mobile/mobile/201602/01/1.html,5,A,0,9,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/5.png,results/iphone8plus/5.png,108,113,0,0,28,28,61,57,100,105,0,0,89274,192.9,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[2]/a[1],/body[2]/div[1]/ul[1]/li[2]/a[1],/body[2]/div[1]/ul[1]/li[2]/a[1],1,1,1708,1596,0.070175,5,1596,1,108,113,211,244,100,105,219,252,34,1708,0.011264,-0.034109,0.009535,-0.03238,0.147059,0.970588,-0.823529,0.147059,0.970588,-0.823529,0,0,0,0.117647,52.26815,0.112939,1.537299,0.003322,0.029412,0
http://wwatana.be/mobile/mobile/201602/01/1.html,3,A,0,6,'Android null - Chrome -- Android - MotoG4','iOS 11.2 - Safari -- iOS - iPhone 8 Plus',null,null,2.8,3,results/motog4/3.png,results/iphone8plus/3.png,54,61,0,0,28,28,38,36,46,53,0,0,28144,138.9,1080,1242,380,414,/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],/body[2]/div[1]/ul[1]/li[1]/a[1],1,1,1064,1008,0.055556,7,1008,1,54,61,288,317,46,53,296,325,34,1064,-0.005238,-0.007806,-0.006967,-0.006077,0.205882,0.852941,-0.647059,0.205882,0.852941,-0.647059,0,0,0,0.058824,26.451128,0.130545,0.777974,0.00384,0.029412,0
http://wwatana.be/mobile/mobile/201602/01/1.html,82,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/82.png,results/iphonese/82.png,76,72,1393,1356,24,24,150,150,76,72,1262,1226,296781,930.8,1080,640,380,320,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[4]/p[2],0.4,1,3600,3600,0,37.215588,3600,1,76,72,154,98,76,72,154,98,-60,3600,-0.025,0.099013,-0.025,0.099013,-0.066667,-0.933333,0.866667,-0.066667,-0.933333,0.866667,-0.6,1.5,0,-0,82.439167,0.258556,-1.373986,-0.004309,-0.006667,0
http://wwatana.be/mobile/mobile/201602/01/1.html,78,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/78.png,results/iphonese/78.png,76,72,1222,1186,24,24,150,150,76,72,1061,1025,270357,819.7,1080,640,380,320,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[3]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[3]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[3]/p[2],0.4,1,3600,3600,0,36.221541,3600,1,76,72,154,98,76,72,154,98,-60,3600,-0.025,0.099013,-0.025,0.099013,-0.066667,-0.933333,0.866667,-0.066667,-0.933333,0.866667,-0.6,1.5,0,-0,75.099167,0.227694,-1.251653,-0.003795,-0.006667,0
http://wwatana.be/mobile/mobile/201602/01/1.html,74,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/74.png,results/iphonese/74.png,76,72,1021,985,24,24,150,150,76,72,828,824,289311,591,1080,640,380,320,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[2]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[2]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[2]/p[2],0.4,1,3600,3600,0,36.221541,3600,1,76,72,154,98,76,72,154,98,-60,3600,-0.025,0.099013,-0.025,0.099013,-0.066667,-0.933333,0.866667,-0.066667,-0.933333,0.866667,-0.066667,0.166667,0,-0,80.364167,0.164167,-1.339403,-0.002736,-0.006667,0
http://wwatana.be/mobile/mobile/201602/01/1.html,70,P,0,14,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/70.png,results/iphonese/70.png,76,72,788,784,24,24,150,150,76,72,565,561,291969,588.1,1080,640,380,320,/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],/body[2]/div[3]/div[2]/div[1]/div[2]/ul[1]/li[1]/p[2],0.4,1,3600,3600,0,5.656854,3600,1,76,72,154,98,76,72,154,98,-60,3600,-0.025,0.099013,-0.025,0.099013,-0.066667,-0.933333,0.866667,-0.066667,-0.933333,0.866667,-0.066667,0.166667,0,-0,81.1025,0.163361,-1.351708,-0.002723,-0.006667,0
http://wwatana.be/mobile/mobile/201602/01/1.html,48,A,0,8,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/48.png,results/iphonese/48.png,171,162,123,117,16,17,62,59,158,149,101,98,188456,916.4,1080,640,380,320,/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],/body[2]/header[2]/div[2]/ul[1]/li[8]/a[1],0.7,0,992,1003,0.011089,10.816654,992,1,171,162,147,99,158,149,160,112,-60,1003,-0.05625,0.077467,-0.049836,0.071053,-0.15,-0.8,0.65,-0.15,-0.8,0.65,-0.05,0.1875,0.0625,-0.05,189.975806,0.92379,-3.166263,-0.015397,-0.011667,1
http://wwatana.be/mobile/mobile/201602/01/1.html,23,A,0,4,'Android null - Chrome -- Android - MotoG4','iOS 11.0 - Safari -- iOS - iPhoneSE',null,null,2.8,2,results/motog4/23.png,results/iphonese/23.png,54,104,56,56,28,28,27,24,46,96,56,56,13223,133.9,1080,640,380,320,/body[2]/div[1]/ul[1]/li[11]/a[1],/body[2]/div[1]/ul[1]/li[11]/a[1],/body[2]/div[1]/ul[1]/li[11]/a[1],1,1,756,672,0.125,50,672,1,54,104,299,192,46,96,307,200,-60,756,-0.182895,0.186842,-0.178947,0.182895,-0.833333,-1.783333,0.95,-0.833333,-1.783333,0.95,-0,0,0,-0.05,17.490741,0.177116,-0.291512,-0.002952,-0.016667,0
